generator,scenario,timepoint,DispatchGen_MW
cats_1284,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1285,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1286,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1287,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1288,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1289,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1290,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1291,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1292,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1293,climate_1,2035-01-01T07:00:00.000000-0800,0.15180000000000002
cats_1294,climate_1,2035-01-01T07:00:00.000000-0800,0.06820000000000001
cats_1295,climate_1,2035-01-01T07:00:00.000000-0800,0.07579999999999999
cats_1296,climate_1,2035-01-01T07:00:00.000000-0800,0.07579999999999999
cats_1297,climate_1,2035-01-01T07:00:00.000000-0800,0.07579999999999999
cats_1298,climate_1,2035-01-01T07:00:00.000000-0800,0.07580000000000003
cats_1299,climate_1,2035-01-01T07:00:00.000000-0800,0.07579999999999999
cats_1300,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1301,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1302,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1303,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1304,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1305,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1306,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1307,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1308,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1309,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1310,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1311,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1312,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1313,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1314,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1315,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1316,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1317,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1318,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1319,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1320,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1321,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1322,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1323,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1324,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1325,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1326,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1327,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1328,climate_1,2035-01-01T07:00:00.000000-0800,0.0075
cats_1329,climate_1,2035-01-01T07:00:00.000000-0800,0.015
cats_1330,climate_1,2035-01-01T07:00:00.000000-0800,0.008
cats_1331,climate_1,2035-01-01T07:00:00.000000-0800,0.02
cats_1332,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1333,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1334,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1335,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1336,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1337,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1338,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1339,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1340,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1341,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1342,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1343,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1344,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1345,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1346,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1347,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1348,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1349,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1350,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1351,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1352,climate_1,2035-01-01T07:00:00.000000-0800,0.2
cats_1353,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1354,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1355,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1356,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1357,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1358,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1359,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1360,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1361,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1362,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1363,climate_1,2035-01-01T07:00:00.000000-0800,0.01
cats_1364,climate_1,2035-01-01T07:00:00.000000-0800,0.003
cats_1365,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1366,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1367,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1368,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1369,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1370,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1371,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1372,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1373,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1374,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1375,climate_1,2035-01-01T07:00:00.000000-0800,0.02
cats_1376,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1377,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1378,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1379,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1380,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1381,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1382,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1383,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1384,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1385,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1386,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1387,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1388,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1389,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1390,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1391,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1392,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1393,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1394,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1395,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1396,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1397,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1398,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1399,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1400,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1401,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1402,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1403,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1404,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1405,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1406,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1407,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1408,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1409,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1410,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1411,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1412,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1413,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1414,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1415,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1416,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1417,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1418,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1419,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1420,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1421,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1422,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1423,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1424,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1425,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1426,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1427,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1428,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1429,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1430,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1431,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1432,climate_1,2035-01-01T07:00:00.000000-0800,0.0015
cats_1433,climate_1,2035-01-01T07:00:00.000000-0800,0.0036000000000000003
cats_1434,climate_1,2035-01-01T07:00:00.000000-0800,0.0015
cats_1435,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1436,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1437,climate_1,2035-01-01T07:00:00.000000-0800,0.0025
cats_1438,climate_1,2035-01-01T07:00:00.000000-0800,0.001
cats_1439,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1440,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1441,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1442,climate_1,2035-01-01T07:00:00.000000-0800,0.02
cats_1443,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1444,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1445,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1446,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1447,climate_1,2035-01-01T07:00:00.000000-0800,0.18
cats_1448,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1449,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1450,climate_1,2035-01-01T07:00:00.000000-0800,0.32000000000000006
cats_1451,climate_1,2035-01-01T07:00:00.000000-0800,0.48
cats_1452,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1453,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1454,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1455,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1456,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1457,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1458,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1459,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1460,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1461,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1462,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1463,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1464,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1465,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1466,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1467,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1468,climate_1,2035-01-01T07:00:00.000000-0800,0.001
cats_1469,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1470,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1471,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1472,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1473,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1474,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1475,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1476,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1477,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1478,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1479,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1480,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1481,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1482,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1483,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1484,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1485,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1486,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1487,climate_1,2035-01-01T07:00:00.000000-0800,0.002
cats_1488,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1489,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1490,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1491,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1492,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1493,climate_1,2035-01-01T07:00:00.000000-0800,0.0162
cats_1494,climate_1,2035-01-01T07:00:00.000000-0800,0.005399999999999999
cats_1495,climate_1,2035-01-01T07:00:00.000000-0800,0.0045
cats_1496,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1497,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1498,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1499,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1500,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1501,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1502,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1503,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1504,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1505,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1506,climate_1,2035-01-01T07:00:00.000000-0800,0.7636000000000001
cats_1507,climate_1,2035-01-01T07:00:00.000000-0800,0.7797
cats_1508,climate_1,2035-01-01T07:00:00.000000-0800,0.736
cats_1509,climate_1,2035-01-01T07:00:00.000000-0800,0.7383000000000001
cats_1510,climate_1,2035-01-01T07:00:00.000000-0800,0.8901
cats_1511,climate_1,2035-01-01T07:00:00.000000-0800,0.8349
cats_1512,climate_1,2035-01-01T07:00:00.000000-0800,0.8003999999999999
cats_1513,climate_1,2035-01-01T07:00:00.000000-0800,3.1464000000000003
cats_1514,climate_1,2035-01-01T07:00:00.000000-0800,1.5801000000000003
cats_1515,climate_1,2035-01-01T07:00:00.000000-0800,1.5801
cats_1516,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1517,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1518,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1519,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1520,climate_1,2035-01-01T07:00:00.000000-0800,0.002
cats_1521,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1522,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1523,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1524,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1525,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1526,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1527,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1528,climate_1,2035-01-01T07:00:00.000000-0800,0.009000000000000001
cats_1529,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1530,climate_1,2035-01-01T07:00:00.000000-0800,0.3
cats_1531,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1532,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1533,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1534,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1535,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1536,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1537,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1538,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1539,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1540,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1541,climate_1,2035-01-01T07:00:00.000000-0800,0.2
cats_1542,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1543,climate_1,2035-01-01T07:00:00.000000-0800,0.5
cats_1544,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1545,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1546,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1547,climate_1,2035-01-01T07:00:00.000000-0800,0.0040999999999999995
cats_1548,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1549,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1550,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1551,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1552,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1553,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1554,climate_1,2035-01-01T07:00:00.000000-0800,0.02
cats_1555,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1556,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1557,climate_1,2035-01-01T07:00:00.000000-0800,0.0069
cats_1558,climate_1,2035-01-01T07:00:00.000000-0800,0.009000000000000001
cats_1559,climate_1,2035-01-01T07:00:00.000000-0800,0.45999999999999996
cats_1560,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1561,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1562,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1563,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1564,climate_1,2035-01-01T07:00:00.000000-0800,0.018000000000000002
cats_1565,climate_1,2035-01-01T07:00:00.000000-0800,0.012
cats_1566,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1567,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1568,climate_1,2035-01-01T07:00:00.000000-0800,0.018
cats_1569,climate_1,2035-01-01T07:00:00.000000-0800,0.012599999999999998
cats_1570,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1571,climate_1,2035-01-01T07:00:00.000000-0800,0.004
cats_1572,climate_1,2035-01-01T07:00:00.000000-0800,0.2992
cats_1573,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1574,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1575,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1576,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1577,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1578,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1579,climate_1,2035-01-01T07:00:00.000000-0800,0.38
cats_1580,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1581,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1582,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1583,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1584,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1585,climate_1,2035-01-01T07:00:00.000000-0800,0.017099999999999997
cats_1586,climate_1,2035-01-01T07:00:00.000000-0800,0.0172
cats_1587,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1588,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1589,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1590,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1591,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1592,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1593,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1594,climate_1,2035-01-01T07:00:00.000000-0800,2.2706999999999997
cats_1595,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1596,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1597,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1598,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1599,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1600,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1601,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1602,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1603,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1604,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1605,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1606,climate_1,2035-01-01T07:00:00.000000-0800,1.228
cats_1607,climate_1,2035-01-01T07:00:00.000000-0800,0.024
cats_1608,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1609,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1610,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1611,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1612,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1613,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1614,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1615,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1616,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1617,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1618,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1619,climate_1,2035-01-01T07:00:00.000000-0800,0.0088
cats_1620,climate_1,2035-01-01T07:00:00.000000-0800,0.022
cats_1621,climate_1,2035-01-01T07:00:00.000000-0800,0.022
cats_1622,climate_1,2035-01-01T07:00:00.000000-0800,0.026999999999999996
cats_1623,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1624,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1625,climate_1,2035-01-01T07:00:00.000000-0800,0.8536
cats_1626,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1627,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1628,climate_1,2035-01-01T07:00:00.000000-0800,0.003
cats_1629,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1630,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1631,climate_1,2035-01-01T07:00:00.000000-0800,0.0088
cats_1632,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1633,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1634,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1635,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1636,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1637,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1638,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1639,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1640,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1641,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1642,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1643,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1644,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1645,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1646,climate_1,2035-01-01T07:00:00.000000-0800,0.26999999999999996
cats_1647,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1648,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1649,climate_1,2035-01-01T07:00:00.000000-0800,0.008
cats_1650,climate_1,2035-01-01T07:00:00.000000-0800,0.64
cats_1651,climate_1,2035-01-01T07:00:00.000000-0800,1.0
cats_1652,climate_1,2035-01-01T07:00:00.000000-0800,0.006500000000000001
cats_1653,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1654,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1655,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1656,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1657,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1658,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1659,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1660,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1661,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1662,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1663,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1664,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1665,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1666,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1667,climate_1,2035-01-01T07:00:00.000000-0800,0.013199999999999998
cats_1668,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1669,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1670,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1671,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1672,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1673,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1674,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1675,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1676,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1677,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1678,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1679,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1680,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1681,climate_1,2035-01-01T07:00:00.000000-0800,0.0084
cats_1682,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1683,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1684,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1685,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1686,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1687,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1688,climate_1,2035-01-01T07:00:00.000000-0800,0.0
cats_1689,climate_1,2035-01-01T07:00:00.000000-0800,1.3
