bus,bus_type,unused_node,voltage_kV
1066,PQ,FALSE,66
1067,PQ,FALSE,66
1068,PQ,FALSE,230
1069,PQ,FALSE,66
1070,PQ,FALSE,66
1071,PQ,FALSE,66
1072,PQ,FALSE,66
1073,PQ,FALSE,66
1074,PQ,FALSE,66
1075,PQ,FALSE,66
1076,PQ,FALSE,66
1077,PQ,FALSE,66
1078,PQ,FALSE,66
1079,PQ,FALSE,66
1080,PQ,FALSE,66
1081,PV,FALSE,66
1082,PQ,FALSE,66
1083,PQ,FALSE,66
1084,PV,FALSE,66
1085,PV,FALSE,66
1086,PV,FALSE,66
1087,PV,FALSE,230
1088,PQ,FALSE,66
1089,PQ,FALSE,66
1090,PV,FALSE,66
1091,PQ,FALSE,66
1092,PV,FALSE,66
1093,PQ,FALSE,66
1094,PQ,FALSE,66
1095,PQ,FALSE,66
1096,PV,FALSE,66
1097,PQ,FALSE,66
1098,PV,FALSE,66
1099,PQ,FALSE,66
1100,PQ,FALSE,66
1101,PQ,FALSE,66
1102,PQ,FALSE,66
1103,PQ,FALSE,230
1104,PQ,FALSE,66
1105,PQ,FALSE,66
1106,PQ,FALSE,66
1107,PQ,FALSE,66
1108,PQ,FALSE,66
1109,PQ,FALSE,66
1110,PV,FALSE,66
1111,PQ,FALSE,66
1112,PQ,FALSE,66
1113,PQ,FALSE,66
1114,PV,FALSE,66
1115,PQ,FALSE,66
1116,PV,FALSE,66
1117,PQ,FALSE,66
1118,PV,FALSE,66
1119,PQ,FALSE,66
1120,PQ,FALSE,66
1121,PQ,FALSE,66
1122,PQ,FALSE,66
1123,PV,FALSE,66
1124,PQ,FALSE,66
1125,PQ,FALSE,66
1126,PQ,FALSE,66
1127,PV,FALSE,115
1128,PV,FALSE,230
1129,PV,FALSE,115
1130,PQ,FALSE,115
1131,PQ,FALSE,115
1132,PQ,FALSE,66
1133,PV,FALSE,115
1134,PQ,FALSE,66
1135,PQ,FALSE,115
1136,PQ,FALSE,115
1137,PQ,FALSE,115
1138,PQ,FALSE,66
1139,PQ,FALSE,115
1140,PQ,FALSE,66
1141,PQ,FALSE,66
1142,PQ,FALSE,66
1143,PQ,FALSE,66
1144,PQ,FALSE,66
1145,PQ,FALSE,66
1146,PV,FALSE,66
1147,PQ,FALSE,66
1148,PQ,FALSE,66
1149,PQ,FALSE,115
1150,PQ,FALSE,115
1151,PQ,FALSE,66
1152,PQ,FALSE,66
1153,PQ,FALSE,66
1154,PQ,FALSE,115
1155,PQ,FALSE,66
1156,PQ,FALSE,66
1157,PQ,FALSE,66
1158,PQ,FALSE,66
1159,PQ,FALSE,66
1160,PQ,FALSE,66
1161,PQ,FALSE,66
1162,PQ,FALSE,115
1163,PV,FALSE,66
1164,PQ,FALSE,66
1165,PQ,FALSE,66
1166,PQ,FALSE,66
1167,PQ,FALSE,66
1168,PV,FALSE,115
1169,PQ,FALSE,66
1170,PQ,FALSE,66
1171,PQ,FALSE,66
1172,PQ,FALSE,66
1173,PQ,FALSE,66
1174,PQ,FALSE,115
1175,PQ,FALSE,66
1176,PV,FALSE,115
1177,PQ,FALSE,66
1178,PV,FALSE,66
1179,PQ,FALSE,115
1180,PV,FALSE,66
1181,PQ,FALSE,66
1182,PQ,FALSE,115
1183,PV,FALSE,66
1184,PQ,FALSE,66
1185,PQ,FALSE,66
1186,PV,FALSE,115
1187,PQ,FALSE,66
1188,PV,FALSE,66
1189,PQ,FALSE,115
1190,PQ,FALSE,115
1191,PQ,FALSE,66
1192,PQ,FALSE,66
1193,PQ,FALSE,115
1194,PV,FALSE,66
1195,PQ,FALSE,66
1196,PQ,FALSE,66
1197,PQ,FALSE,115
1198,PQ,FALSE,66
1199,PV,FALSE,66
1200,PQ,FALSE,66
1201,PQ,FALSE,66
1202,PQ,FALSE,115
1203,PQ,FALSE,66
1204,PQ,FALSE,115
1205,PQ,FALSE,66
1206,PQ,FALSE,66
1207,PQ,FALSE,115
1208,PQ,FALSE,66
1209,PQ,FALSE,66
1210,PQ,FALSE,66
1211,PQ,FALSE,115
1212,PQ,FALSE,115
1213,PQ,FALSE,115
1214,PQ,FALSE,115
1215,PQ,FALSE,115
1216,PQ,FALSE,115
1217,PQ,FALSE,115
1218,PQ,FALSE,115
1219,PQ,FALSE,115
1220,PQ,FALSE,66
1221,PQ,FALSE,66
1222,PV,FALSE,66
1223,PV,FALSE,66
1224,PQ,FALSE,66
1225,PQ,FALSE,66
1226,PQ,FALSE,66
1227,PQ,FALSE,66
1228,PQ,FALSE,115
1229,PQ,FALSE,115
1230,PQ,FALSE,115
1231,PQ,FALSE,115
1232,PQ,FALSE,66
1233,PQ,FALSE,66
1234,PQ,FALSE,115
1235,PQ,FALSE,66
1236,PV,FALSE,115
1237,PQ,FALSE,66
1238,PQ,FALSE,115
1239,PV,FALSE,66
1240,PQ,FALSE,66
1241,PV,FALSE,66
1242,PQ,FALSE,115
1243,PQ,FALSE,115
1244,PV,FALSE,115
1245,PQ,FALSE,115
1246,PQ,FALSE,115
1247,PV,FALSE,115
1248,PQ,FALSE,66
1249,PQ,FALSE,66
1250,PV,FALSE,115
1251,PV,FALSE,115
1252,PQ,FALSE,115
1253,PV,FALSE,115
1254,PV,FALSE,115
1255,PQ,FALSE,115
1256,PQ,FALSE,115
1257,PV,FALSE,115
1258,PQ,FALSE,115
1259,PQ,FALSE,115
1260,PQ,FALSE,115
1261,PV,FALSE,115
1262,PV,FALSE,115
1263,PQ,FALSE,115
1264,PV,FALSE,115
1265,PQ,FALSE,66
1266,PQ,FALSE,66
1267,PQ,FALSE,66
1268,PQ,FALSE,115
1269,PQ,FALSE,66
1270,PQ,FALSE,66
1271,PQ,FALSE,66
1272,PQ,FALSE,115
1273,PQ,FALSE,66
1274,PQ,FALSE,115
1275,PQ,FALSE,115
1276,PQ,FALSE,115
1277,PQ,FALSE,115
1278,PQ,FALSE,66
1279,PQ,FALSE,66
1280,PQ,FALSE,115
1281,PQ,FALSE,66
1282,PQ,FALSE,66
1283,PQ,FALSE,66
1284,PV,FALSE,66
1285,PQ,FALSE,115
1286,PV,FALSE,66
1287,PQ,FALSE,66
1288,PQ,FALSE,66
1289,PQ,FALSE,66
1290,PQ,FALSE,66
1291,PQ,FALSE,66
1292,PV,FALSE,66
1293,PV,FALSE,115
1294,PQ,FALSE,66
1295,PQ,FALSE,66
1296,PV,FALSE,66
1297,PQ,FALSE,66
1298,PV,FALSE,66
1299,PV,FALSE,66
1300,PQ,FALSE,66
1301,PQ,FALSE,66
1302,PQ,FALSE,66
1303,PQ,FALSE,66
1304,PQ,FALSE,66
1305,PQ,FALSE,115
1306,PQ,FALSE,66
1307,PQ,FALSE,66
1308,PQ,FALSE,66
1309,PQ,FALSE,66
1310,PQ,FALSE,66
1311,PQ,FALSE,66
1312,PQ,FALSE,66
1313,PQ,FALSE,66
1314,PQ,FALSE,66
1315,PQ,FALSE,115
1316,PQ,FALSE,66
1317,PQ,FALSE,66
1318,PQ,FALSE,66
1319,PQ,FALSE,66
1320,PV,FALSE,230
1321,PQ,FALSE,66
1322,PQ,FALSE,66
1323,PV,FALSE,66
1324,PQ,FALSE,115
1325,PQ,FALSE,66
1326,PV,FALSE,230
1327,PQ,FALSE,66
1328,PQ,FALSE,66
1329,PV,FALSE,66
1330,PV,FALSE,115
1331,PQ,FALSE,66
1332,PQ,FALSE,115
1333,PV,FALSE,66
1334,PQ,FALSE,66
1335,PQ,FALSE,66
1336,PQ,FALSE,66
1337,PQ,FALSE,66
1338,PQ,FALSE,66
1339,PQ,FALSE,66
1340,PQ,FALSE,66
1341,PQ,FALSE,66
1342,PQ,FALSE,115
1343,PQ,FALSE,66
1344,PV,FALSE,66
1345,PQ,FALSE,115
1346,PQ,FALSE,66
1347,PQ,FALSE,115
1348,PV,FALSE,66
1349,PQ,FALSE,115
1350,PQ,FALSE,66
1351,PQ,FALSE,66
1352,PQ,FALSE,66
1353,PQ,FALSE,66
1354,PV,FALSE,66
1355,PQ,FALSE,66
1356,PQ,FALSE,66
1357,PQ,FALSE,66
1358,PQ,FALSE,66
1359,PQ,FALSE,66
1360,PV,FALSE,66
1361,PQ,FALSE,66
1362,PQ,FALSE,115
1363,PQ,FALSE,66
1364,PQ,FALSE,66
1365,PQ,FALSE,66
1366,PQ,FALSE,66
1367,PQ,FALSE,66
1368,PQ,FALSE,66
1369,PQ,FALSE,66
1370,PQ,FALSE,115
1371,PQ,FALSE,66
1372,PQ,FALSE,115
1373,PQ,FALSE,66
1374,PQ,FALSE,66
1375,PQ,FALSE,66
1376,PQ,FALSE,115
1377,PQ,FALSE,66
1378,PQ,FALSE,115
1379,PQ,FALSE,115
1380,PQ,FALSE,66
1381,PQ,FALSE,115
1382,PQ,FALSE,230
1383,PQ,FALSE,66
1384,PV,FALSE,115
1385,PQ,FALSE,66
1386,PQ,FALSE,66
1387,PQ,FALSE,66
1388,PQ,FALSE,66
1389,PV,FALSE,230
1390,PQ,FALSE,66
1391,PV,FALSE,66
1392,PQ,FALSE,66
1393,PQ,FALSE,66
1394,PQ,FALSE,66
1395,PQ,FALSE,66
1396,PQ,FALSE,66
1397,PQ,FALSE,66
1398,PQ,FALSE,66
1399,PV,FALSE,66
1400,PQ,FALSE,66
1401,PQ,FALSE,66
1402,PV,FALSE,66
1403,PQ,FALSE,66
1404,PQ,FALSE,66
1405,PQ,FALSE,115
1406,PQ,FALSE,66
1407,PQ,FALSE,66
1408,PQ,FALSE,66
1409,PV,FALSE,115
1410,PQ,FALSE,66
1411,PQ,FALSE,115
1412,PV,FALSE,115
1413,PV,FALSE,66
1414,PQ,FALSE,66
1415,PQ,FALSE,66
1416,PQ,FALSE,66
1417,PQ,FALSE,66
1418,PV,FALSE,66
1419,PV,FALSE,66
1420,PQ,FALSE,66
1421,PV,FALSE,66
1422,PQ,FALSE,66
1423,PV,FALSE,66
1424,PQ,FALSE,66
1425,PV,FALSE,66
1426,PV,FALSE,66
1427,PQ,FALSE,66
1428,PQ,FALSE,66
1429,PV,FALSE,66
1430,PQ,FALSE,66
1431,PQ,FALSE,66
1432,PQ,FALSE,66
1433,PQ,FALSE,66
1434,PQ,FALSE,66
1435,PV,FALSE,66
1436,PQ,FALSE,66
1437,PQ,FALSE,66
1438,PQ,FALSE,66
1439,PQ,FALSE,66
1440,PQ,FALSE,66
1441,PQ,FALSE,66
1442,PV,FALSE,66
1443,PV,FALSE,66
1444,PQ,FALSE,66
1445,PQ,FALSE,66
1446,PV,FALSE,115
1447,PV,FALSE,115
1448,PV,FALSE,115
1449,PQ,FALSE,115
1450,PQ,FALSE,115
1451,PV,FALSE,115
1452,PQ,FALSE,115
1453,PQ,FALSE,66
1454,PQ,FALSE,66
1455,PV,FALSE,66
1456,PQ,FALSE,66
1457,PV,FALSE,66
1458,PV,FALSE,66
1459,PQ,FALSE,66
1460,PQ,FALSE,66
1461,PQ,FALSE,66
1462,PQ,FALSE,66
1463,PQ,FALSE,66
1464,PQ,FALSE,66
1465,PQ,FALSE,66
1466,PQ,FALSE,66
1467,PQ,FALSE,66
1468,PQ,FALSE,66
1469,PQ,FALSE,66
1470,PQ,FALSE,66
1471,PQ,FALSE,66
1472,PQ,FALSE,66
1473,PQ,FALSE,66
1474,PQ,FALSE,66
1475,PQ,FALSE,66
1476,PQ,FALSE,66
1477,PQ,FALSE,66
1478,PQ,FALSE,66
1479,PQ,FALSE,66
1480,PV,FALSE,66
1481,PV,FALSE,66
1482,PQ,FALSE,66
1483,PV,FALSE,66
1484,PQ,FALSE,66
1485,PQ,FALSE,66
1486,PV,FALSE,66
1487,PV,FALSE,115
1488,PQ,FALSE,66
1489,PQ,FALSE,66
1490,PQ,FALSE,66
1491,PQ,FALSE,66
1492,PQ,FALSE,66
1493,PQ,FALSE,66
1494,PQ,FALSE,66
1495,PQ,FALSE,66
1496,PQ,FALSE,66
1497,PQ,FALSE,500
1498,PV,FALSE,230
1499,PV,FALSE,115
1500,PV,FALSE,66
1501,PV,FALSE,66
1502,PV,FALSE,115
1503,PQ,FALSE,230
1504,PQ,FALSE,66
1505,PV,FALSE,115
1506,PV,FALSE,66
1507,PQ,FALSE,115
1508,PV,FALSE,500
1509,PQ,FALSE,66
1510,PQ,FALSE,66
1511,PQ,FALSE,115
1512,PV,FALSE,230
1513,PQ,FALSE,66
1514,PQ,FALSE,115
1515,PQ,FALSE,66
1516,PQ,FALSE,115
1517,PQ,FALSE,230
1518,PQ,FALSE,66
1519,PV,FALSE,66
1520,PQ,FALSE,66
1521,PV,FALSE,66
1522,PV,FALSE,66
1523,PQ,FALSE,115
1524,PQ,FALSE,66
1525,PQ,FALSE,115
1526,PQ,FALSE,66
1527,PQ,FALSE,115
1528,PV,FALSE,115
1529,PQ,FALSE,115
1530,PQ,FALSE,66
1531,PQ,FALSE,66
1532,PQ,FALSE,230
1533,PV,FALSE,115
1534,PQ,FALSE,115
1535,PV,FALSE,115
1536,PQ,FALSE,66
1537,PV,FALSE,66
1538,PQ,FALSE,66
1539,PQ,FALSE,66
1540,PQ,FALSE,115
1541,PV,FALSE,66
1542,PV,FALSE,66
1543,PQ,FALSE,115
1544,PQ,FALSE,66
1545,PQ,FALSE,230
1546,PV,FALSE,66
1547,PQ,FALSE,500
1548,PQ,FALSE,115
1549,PQ,FALSE,115
1550,PQ,FALSE,115
1551,PQ,FALSE,66
1552,PQ,FALSE,66
1553,PV,FALSE,66
1554,PQ,FALSE,66
1555,PQ,FALSE,66
1556,PQ,FALSE,66
1557,PV,FALSE,66
1558,PQ,FALSE,66
1559,PQ,FALSE,66
1560,PQ,FALSE,66
1561,PQ,FALSE,66
1562,PQ,FALSE,66
1563,PQ,FALSE,66
1564,PQ,FALSE,66
1565,PQ,FALSE,66
1566,PQ,FALSE,66
1567,PV,FALSE,66
1568,PQ,FALSE,66
1569,PQ,FALSE,66
1570,PQ,FALSE,66
1571,PV,FALSE,66
1572,PV,FALSE,66
1573,PQ,FALSE,66
1574,PQ,FALSE,66
1575,PQ,FALSE,66
1576,PV,FALSE,66
1577,PV,FALSE,66
1578,PV,FALSE,66
1579,PQ,FALSE,115
1580,PQ,FALSE,66
1581,PQ,FALSE,66
1582,PV,FALSE,115
1583,PQ,FALSE,66
1584,PV,FALSE,230
1585,PV,FALSE,230
1586,PV,FALSE,230
1587,PV,FALSE,115
1588,PQ,FALSE,230
1589,PV,FALSE,66
1590,PQ,FALSE,66
1591,PQ,FALSE,115
1592,PV,FALSE,115
1593,PV,FALSE,115
1594,PQ,FALSE,115
1595,PV,FALSE,230
1596,PV,FALSE,115
1597,PQ,FALSE,115
1598,PQ,FALSE,115
1599,PV,FALSE,115
1600,PV,FALSE,115
1601,PV,FALSE,115
1602,PV,FALSE,115
1603,PV,FALSE,230
1604,PQ,FALSE,66
1605,PQ,FALSE,115
1606,PV,FALSE,230
1607,PV,FALSE,230
1608,PV,FALSE,115
1609,PQ,FALSE,115
1610,PV,FALSE,115
1611,PQ,FALSE,115
1612,PQ,FALSE,115
1613,PQ,FALSE,66
1614,PV,FALSE,66
1615,PQ,FALSE,230
1616,PQ,FALSE,230
1617,PV,FALSE,115
1618,PQ,FALSE,115
1619,PQ,FALSE,66
1620,PV,FALSE,115
1621,PV,FALSE,115
1622,PQ,FALSE,66
1623,PV,FALSE,115
1624,PQ,FALSE,66
1625,PV,FALSE,115
1626,PQ,FALSE,115
1627,PQ,FALSE,66
1628,PQ,FALSE,66
1629,PV,FALSE,115
1630,PQ,FALSE,66
1631,PV,FALSE,66
1632,PV,FALSE,230
1633,PQ,FALSE,230
1634,PV,FALSE,230
1635,PV,FALSE,230
1636,PV,FALSE,230
1637,PQ,FALSE,66
1638,PQ,FALSE,115
1639,PV,FALSE,115
1640,PV,FALSE,230
1641,PV,FALSE,66
1642,PV,FALSE,230
1643,PV,FALSE,115
1644,PV,FALSE,230
1645,PV,FALSE,115
1646,PV,FALSE,230
1647,PQ,FALSE,230
1648,PQ,FALSE,66
1649,PQ,FALSE,66
1650,PQ,FALSE,66
1651,PV,FALSE,115
1652,PV,FALSE,115
1653,PV,FALSE,115
1654,PQ,FALSE,66
1655,PQ,FALSE,66
1656,PV,FALSE,230
1657,PV,FALSE,115
1658,PQ,FALSE,115
1659,PV,FALSE,115
1660,PV,FALSE,66
1661,PV,FALSE,66
1662,PV,FALSE,66
1663,PV,FALSE,66
1664,PQ,FALSE,115
1665,PV,FALSE,66
1666,PV,FALSE,115
1667,PQ,FALSE,115
1668,PV,FALSE,115
1669,PQ,FALSE,115
1670,PQ,FALSE,115
1671,PV,FALSE,115
1672,PQ,FALSE,115
1673,PQ,FALSE,115
1674,PV,FALSE,115
1675,PV,FALSE,66
1676,PV,FALSE,66
1677,PV,FALSE,66
1678,PQ,FALSE,66
1679,PQ,FALSE,230
1680,PV,FALSE,66
1681,PV,FALSE,66
1682,PV,FALSE,66
1683,PV,FALSE,230
1684,PQ,FALSE,115
1685,PQ,FALSE,115
1686,PV,FALSE,66
1687,PQ,FALSE,66
1688,PQ,FALSE,115
1689,PQ,FALSE,230
1690,PV,FALSE,66
1691,PQ,FALSE,66
1692,PV,FALSE,115
1693,PV,FALSE,66
1694,PV,FALSE,66
1695,PQ,FALSE,66
1696,PQ,FALSE,66
1697,PQ,FALSE,66
1698,PV,FALSE,66
1699,PV,FALSE,66
1700,PV,FALSE,66
1701,PQ,FALSE,66
1702,PV,FALSE,66
1703,PV,FALSE,115
1704,PV,FALSE,66
1705,PQ,FALSE,66
1706,PQ,FALSE,115
1707,PV,FALSE,115
1708,PV,FALSE,115
1709,PV,FALSE,115
1710,PV,FALSE,115
1711,PV,FALSE,115
1712,PV,FALSE,115
1713,PV,FALSE,115
1714,PQ,FALSE,115
1715,PQ,FALSE,115
1716,PQ,FALSE,115
1717,PV,FALSE,115
1718,PV,FALSE,115
1719,PV,FALSE,115
1720,PV,FALSE,66
1721,PV,FALSE,66
1722,PV,FALSE,115
1723,PV,FALSE,66
1724,PV,FALSE,66
1725,PQ,FALSE,115
1726,PQ,FALSE,230
1727,PV,FALSE,230
1728,PV,FALSE,230
1729,PV,FALSE,230
1730,PV,FALSE,230
1731,PV,FALSE,230
1732,PV,FALSE,230
1733,PV,FALSE,230
1734,PV,FALSE,66
1735,PV,FALSE,66
1736,PQ,FALSE,66
1737,PQ,FALSE,115
1738,PQ,FALSE,66
1739,PQ,FALSE,115
1740,PQ,FALSE,115
1741,PQ,FALSE,115
1742,PV,FALSE,230
1743,PV,FALSE,66
1744,PQ,FALSE,115
1745,PV,FALSE,66
1746,PV,FALSE,66
1747,PQ,FALSE,66
1748,PV,FALSE,115
1749,PQ,FALSE,66
1750,PQ,FALSE,66
1751,PQ,FALSE,66
1752,PV,FALSE,66
1753,PV,FALSE,66
1754,PQ,FALSE,66
1755,PV,FALSE,115
1756,PQ,FALSE,115
1757,PQ,FALSE,115
1758,PQ,FALSE,230
1759,PQ,FALSE,66
1760,PQ,FALSE,230
1761,PQ,FALSE,66
1762,PV,FALSE,230
1763,PQ,FALSE,66
1764,PQ,FALSE,66
1765,PQ,FALSE,66
1766,PQ,FALSE,66
1767,PQ,FALSE,66
1768,PQ,FALSE,66
1769,PQ,FALSE,66
1770,PQ,FALSE,66
1771,PQ,FALSE,66
1772,PQ,FALSE,66
1773,PQ,FALSE,66
1774,PQ,FALSE,66
1775,PV,FALSE,66
1776,PV,FALSE,66
1777,PQ,FALSE,66
1778,PQ,FALSE,66
1779,PQ,FALSE,66
1780,PQ,FALSE,66
1781,PQ,FALSE,115
1782,PQ,FALSE,115
1783,PV,FALSE,230
1784,PV,FALSE,66
1785,PV,FALSE,66
1786,PV,FALSE,115
1787,PV,FALSE,230
1788,PQ,FALSE,66
1789,PQ,FALSE,66
1790,PQ,FALSE,66
1791,PV,FALSE,66
1792,PQ,FALSE,66
1793,PV,FALSE,66
1794,PQ,FALSE,66
1795,PQ,FALSE,115
1796,PV,FALSE,115
1797,PV,FALSE,115
1798,PQ,FALSE,115
1799,PV,FALSE,115
1800,PQ,FALSE,66
1801,PV,FALSE,66
1802,PQ,FALSE,66
1803,PQ,FALSE,66
1804,PV,FALSE,66
1805,PQ,FALSE,66
1806,PV,FALSE,115
1807,PV,FALSE,66
1808,PQ,FALSE,66
1809,PV,FALSE,115
1810,PV,FALSE,115
1811,PV,FALSE,115
1812,PQ,FALSE,66
1813,PQ,FALSE,115
1814,PQ,FALSE,66
1815,PQ,FALSE,115
1816,PQ,FALSE,115
1817,PQ,FALSE,66
1818,PQ,FALSE,115
1819,PQ,FALSE,500
1820,PV,FALSE,230
1821,PV,FALSE,115
1822,PV,FALSE,66
1823,PV,FALSE,115
1824,PV,FALSE,115
1825,PV,FALSE,115
1826,PV,FALSE,115
1827,PV,FALSE,115
1828,PV,FALSE,115
1829,PQ,FALSE,115
1830,PQ,FALSE,500
1831,PQ,FALSE,230
1832,PQ,FALSE,115
1833,PV,FALSE,115
1834,PV,FALSE,230
1835,PV,FALSE,66
1836,PQ,FALSE,66
1837,PQ,FALSE,115
1838,PV,FALSE,115
1839,PQ,FALSE,66
1840,PQ,FALSE,230
1841,PV,FALSE,115
1842,PV,FALSE,66
1843,PQ,FALSE,115
1844,PV,FALSE,66
1845,PV,FALSE,115
1846,PV,FALSE,66
1847,PV,FALSE,66
1848,PV,FALSE,115
1849,PV,FALSE,115
1850,PQ,FALSE,115
1851,PQ,FALSE,115
1852,PV,FALSE,115
1853,PV,FALSE,115
1854,PV,FALSE,115
1855,PV,FALSE,115
1856,PV,FALSE,115
1857,PV,FALSE,115
1858,PV,FALSE,115
1859,PV,FALSE,66
1860,PV,FALSE,115
1861,PV,FALSE,66
1862,PQ,FALSE,500
1863,PV,FALSE,66
1864,PV,FALSE,115
1865,PV,FALSE,115
1866,PV,FALSE,66
1867,PV,FALSE,66
1868,PQ,FALSE,66
1869,PQ,FALSE,115
1870,PQ,FALSE,115
1871,PQ,FALSE,115
1872,PV,FALSE,115
1873,PQ,FALSE,115
1874,PQ,FALSE,115
1875,PV,FALSE,115
1876,PQ,FALSE,115
1877,PV,FALSE,66
1878,PV,FALSE,66
1879,PV,FALSE,66
1880,PQ,FALSE,66
1881,PV,FALSE,66
1882,PV,FALSE,66
1883,PQ,FALSE,66
1884,PV,FALSE,66
1885,PV,FALSE,115
1886,PQ,FALSE,66
1887,PV,FALSE,115
1888,PV,FALSE,115
1889,PV,FALSE,115
1890,PV,FALSE,115
1891,PV,FALSE,66
1892,PV,FALSE,66
1893,PV,FALSE,66
1894,PQ,FALSE,66
1895,PV,FALSE,66
1896,PQ,FALSE,66
1897,PQ,FALSE,115
1898,PV,FALSE,500
1899,PQ,FALSE,66
1900,PQ,FALSE,66
1901,PQ,FALSE,66
1902,PQ,FALSE,66
1903,PQ,FALSE,66
1904,PV,FALSE,115
1905,PQ,FALSE,230
1906,PQ,FALSE,115
1907,PV,FALSE,230
1908,PQ,FALSE,66
1909,PQ,FALSE,66
1910,PQ,FALSE,230
1911,PQ,FALSE,115
1912,PQ,FALSE,230
1913,PQ,FALSE,230
1914,PQ,FALSE,115
1915,PQ,FALSE,66
1916,PQ,FALSE,66
1917,PQ,FALSE,230
1918,PV,FALSE,230
1919,PQ,FALSE,115
1920,PV,FALSE,66
1921,PQ,FALSE,66
1922,PQ,FALSE,66
1923,PV,FALSE,115
1924,PV,FALSE,115
1925,PQ,FALSE,115
1926,PV,FALSE,230
1927,PV,FALSE,230
1928,PV,FALSE,66
1929,PV,FALSE,66
1930,PQ,FALSE,230
1931,PV,FALSE,66
1932,PV,FALSE,66
1933,PV,FALSE,66
1934,PQ,FALSE,66
1935,PQ,FALSE,66
1936,PV,FALSE,66
1937,PV,FALSE,115
1938,PQ,FALSE,115
1939,PQ,FALSE,66
1940,PQ,FALSE,66
1941,PQ,FALSE,66
1942,PQ,FALSE,66
1943,PQ,FALSE,66
1944,PV,FALSE,66
1945,PV,FALSE,66
1946,PQ,FALSE,66
1947,PQ,FALSE,66
1948,PQ,FALSE,66
1949,PQ,FALSE,66
1950,PQ,FALSE,66
1951,slack,FALSE,230
1952,PV,FALSE,66
1953,PV,FALSE,66
1954,PV,FALSE,66
1955,PV,FALSE,66
1956,PQ,FALSE,66
1957,PQ,FALSE,66
1958,PV,FALSE,66
1959,PQ,FALSE,66
1960,PQ,FALSE,66
1961,PQ,FALSE,66
1962,PQ,FALSE,66
1963,PQ,FALSE,66
1964,PV,FALSE,66
1965,PQ,FALSE,66
1966,PQ,FALSE,115
1967,PQ,FALSE,66
1968,PQ,FALSE,115
1969,PV,FALSE,66
1970,PV,FALSE,66
1971,PQ,FALSE,66
1972,PQ,FALSE,66
1973,PV,FALSE,66
1974,PQ,FALSE,66
1975,PV,FALSE,66
1976,PQ,FALSE,66
1977,PQ,FALSE,66
1978,PQ,FALSE,66
1979,PQ,FALSE,66
1980,PQ,FALSE,66
1981,PQ,FALSE,66
1982,PQ,FALSE,66
1983,PQ,FALSE,115
1984,PQ,FALSE,115
1985,PV,FALSE,115
1986,PQ,FALSE,66
1987,PQ,FALSE,230
1988,PQ,FALSE,66
1989,PV,FALSE,66
1990,PQ,FALSE,115
1991,PQ,FALSE,66
1992,PQ,FALSE,66
1993,PV,FALSE,66
1994,PQ,FALSE,66
1995,PQ,FALSE,66
1996,PQ,FALSE,115
1997,PV,FALSE,66
1998,PV,FALSE,66
1999,PQ,FALSE,66
2000,PV,FALSE,66
2001,PQ,FALSE,66
2002,PQ,FALSE,66
2003,PQ,FALSE,66
2004,PV,FALSE,66
2005,PQ,FALSE,66
2006,PQ,FALSE,115
2007,PQ,FALSE,66
2008,PQ,FALSE,66
2009,PQ,FALSE,115
2010,PQ,FALSE,66
2011,PQ,FALSE,66
2012,PQ,FALSE,66
2013,PQ,FALSE,66
2014,PQ,FALSE,66
2015,PQ,FALSE,66
2016,PQ,FALSE,115
2017,PQ,FALSE,115
2018,PQ,FALSE,66
2019,PQ,FALSE,66
2020,PV,FALSE,66
2021,PQ,FALSE,66
2022,PV,FALSE,66
2023,PQ,FALSE,66
2024,PQ,FALSE,66
2025,PQ,FALSE,115
2026,PQ,FALSE,66
2027,PQ,FALSE,66
2028,PQ,FALSE,115
2029,PQ,FALSE,115
2030,PV,FALSE,66
2031,PQ,FALSE,66
2032,PV,FALSE,66
2033,PQ,FALSE,66
2034,PQ,FALSE,66
2035,PQ,FALSE,66
2036,PV,FALSE,66
2037,PQ,FALSE,66
2038,PQ,FALSE,66
2039,PV,FALSE,66
2040,PQ,FALSE,115
2041,PQ,FALSE,66
2042,PQ,FALSE,115
2043,PQ,FALSE,115
2044,PV,FALSE,115
2045,PQ,FALSE,66
2046,PQ,FALSE,66
2047,PQ,FALSE,66
2048,PQ,FALSE,66
2049,PQ,FALSE,66
2050,PQ,FALSE,66
2051,PQ,FALSE,66
2052,PQ,FALSE,66
2053,PQ,FALSE,66
2054,PQ,FALSE,66
2055,PQ,FALSE,66
2056,PV,FALSE,66
2057,PQ,FALSE,66
2058,PQ,FALSE,66
2059,PQ,FALSE,66
2060,PQ,FALSE,66
2061,PQ,FALSE,66
2062,PQ,FALSE,66
2063,PV,FALSE,66
2064,PQ,FALSE,66
2065,PV,FALSE,66
2066,PQ,FALSE,66
2067,PQ,FALSE,66
2068,PV,FALSE,66
2069,PQ,FALSE,66
2070,PQ,FALSE,66
2071,PQ,FALSE,66
2072,PQ,FALSE,66
2073,PQ,FALSE,66
2074,PQ,FALSE,66
2075,PQ,FALSE,66
2076,PQ,FALSE,66
2077,PQ,FALSE,66
2078,PQ,FALSE,66
2079,PQ,FALSE,66
2080,PV,FALSE,66
2081,PQ,FALSE,66
2082,PQ,FALSE,66
2083,PQ,FALSE,66
2084,PV,FALSE,66
2085,PQ,FALSE,66
2086,PQ,FALSE,66
2087,PQ,FALSE,66
2088,PQ,FALSE,66
