bus,scenario,timepoint,load_MW
735,1,2035-01-01T07:00:00.000000-0800,1.5858726
2263,1,2035-01-01T20:00:00.000000-0800,0.40690402
8492,1,2035-01-01T23:00:00.000000-0800,0.848858826
773,1,2035-01-01T08:00:00.000000-0800,11.46364748
2225,1,2035-01-01T21:00:00.000000-0800,11.16032938
7692,1,2035-01-01T20:00:00.000000-0800,10.14714936
400,1,2035-01-01T17:00:00.000000-0800,6.375103624
2364,1,2035-01-01T07:00:00.000000-0800,2.09199037
825,1,2035-01-01T12:00:00.000000-0800,9.233316069
1187,1,2035-01-01T09:00:00.000000-0800,12.147564
687,1,2035-01-01T15:00:00.000000-0800,16.01229526
1355,1,2035-01-01T09:00:00.000000-0800,1.43185007
2227,1,2035-01-01T04:00:00.000000-0800,11.87152922
2101,1,2035-01-01T08:00:00.000000-0800,12.86836701
825,1,2035-01-01T04:00:00.000000-0800,5.810525221
2125,1,2035-01-01T05:00:00.000000-0800,16.76607095
484,1,2035-01-01T18:00:00.000000-0800,30.239114
605,1,2035-01-01T09:00:00.000000-0800,46.07957533
8238,1,2035-01-01T23:00:00.000000-0800,16.34648949
1580,1,2035-01-01T08:00:00.000000-0800,8.578660477
1633,1,2035-01-01T07:00:00.000000-0800,1.002520304
7834,1,2035-01-01T13:00:00.000000-0800,1.9357737
1579,1,2035-01-01T09:00:00.000000-0800,7.198728562
782,1,2035-01-01T15:00:00.000000-0800,11.0517463
1805,1,2035-01-01T15:00:00.000000-0800,34.88552339
1038,1,2035-01-01T05:00:00.000000-0800,3.231103633
1401,1,2035-01-01T01:00:00.000000-0800,21.15010883
1926,1,2035-01-01T20:00:00.000000-0800,32.69893145
869,1,2035-01-01T14:00:00.000000-0800,0.32105185
804,1,2035-01-01T03:00:00.000000-0800,41.51382443
953,1,2035-01-01T17:00:00.000000-0800,1.8841057
1169,1,2035-01-01T18:00:00.000000-0800,3.88057289
1011,1,2035-01-01T23:00:00.000000-0800,0.04427899
1462,1,2035-01-01T20:00:00.000000-0800,1.9566866
1549,1,2035-01-01T08:00:00.000000-0800,2.8978174
2188,1,2035-01-01T13:00:00.000000-0800,154.6341073
579,1,2035-01-01T13:00:00.000000-0800,1.3794274
7785,1,2035-01-01T14:00:00.000000-0800,8.271707642
834,1,2035-01-01T21:00:00.000000-0800,5.323674159
1326,1,2035-01-01T19:00:00.000000-0800,27.27528506
7885,1,2035-01-01T03:00:00.000000-0800,3.829261269
1363,1,2035-01-01T04:00:00.000000-0800,0.816486957
2147,1,2035-01-01T14:00:00.000000-0800,0.803088037
1358,1,2035-01-01T15:00:00.000000-0800,0.516638394
814,1,2035-01-01T16:00:00.000000-0800,12.76763952
693,1,2035-01-01T00:00:00.000000-0800,14.93018614
975,1,2035-01-01T08:00:00.000000-0800,8.8564162
127,1,2035-01-01T13:00:00.000000-0800,33.21918574
8459,1,2035-01-01T10:00:00.000000-0800,2.061183
873,1,2035-01-01T14:00:00.000000-0800,23.66868463
2049,1,2035-01-01T20:00:00.000000-0800,9.783436812
1452,1,2035-01-01T09:00:00.000000-0800,20.56490067
817,1,2035-01-01T05:00:00.000000-0800,24.02061323
952,1,2035-01-01T01:00:00.000000-0800,6.385477867
8577,1,2035-01-01T02:00:00.000000-0800,3.86898356
586,1,2035-01-01T01:00:00.000000-0800,0.73727909
1770,1,2035-01-01T03:00:00.000000-0800,2.412325832
8103,1,2035-01-01T01:00:00.000000-0800,46.58604622
1701,1,2035-01-01T04:00:00.000000-0800,2.930060931
398,1,2035-01-01T01:00:00.000000-0800,19.11326733
7907,1,2035-01-01T06:00:00.000000-0800,1.434786797
9,1,2035-01-01T09:00:00.000000-0800,1.497967764
7941,1,2035-01-01T10:00:00.000000-0800,13.55661721
947,1,2035-01-01T16:00:00.000000-0800,7.747469267
909,1,2035-01-01T19:00:00.000000-0800,0.89244354
573,1,2035-01-01T01:00:00.000000-0800,70.07587497
432,1,2035-01-01T13:00:00.000000-0800,11.03611681
1326,1,2035-01-01T20:00:00.000000-0800,27.99804728
1791,1,2035-01-01T08:00:00.000000-0800,1.032552424
2317,1,2035-01-01T17:00:00.000000-0800,0.59090465
1875,1,2035-01-01T03:00:00.000000-0800,1.481648658
795,1,2035-01-01T19:00:00.000000-0800,4.269929956
7732,1,2035-01-01T02:00:00.000000-0800,23.20320894
8584,1,2035-01-01T20:00:00.000000-0800,30.50629062
7821,1,2035-01-01T16:00:00.000000-0800,4.87409646
682,1,2035-01-01T11:00:00.000000-0800,3.112246757
8,1,2035-01-01T02:00:00.000000-0800,38.1749017
2334,1,2035-01-01T13:00:00.000000-0800,11.359394
1739,1,2035-01-01T17:00:00.000000-0800,10.9968816
1873,1,2035-01-01T08:00:00.000000-0800,10.59814918
7675,1,2035-01-01T15:00:00.000000-0800,8.268139647
71,1,2035-01-01T01:00:00.000000-0800,1.458724094
159,1,2035-01-01T12:00:00.000000-0800,0.214947158
626,1,2035-01-01T13:00:00.000000-0800,2.673982482
1847,1,2035-01-01T17:00:00.000000-0800,1.20092583
76,1,2035-01-01T19:00:00.000000-0800,1.309410469
1091,1,2035-01-01T10:00:00.000000-0800,8.844932189
8020,1,2035-01-01T16:00:00.000000-0800,3.838428157
762,1,2035-01-01T01:00:00.000000-0800,0.8924615
7850,1,2035-01-01T16:00:00.000000-0800,1.283182934
8410,1,2035-01-01T18:00:00.000000-0800,1.456813
694,1,2035-01-01T04:00:00.000000-0800,17.92552284
1629,1,2035-01-01T21:00:00.000000-0800,0.56688043
2334,1,2035-01-01T15:00:00.000000-0800,11.23264398
2281,1,2035-01-01T10:00:00.000000-0800,2.883544776
8435,1,2035-01-01T19:00:00.000000-0800,0.3529601
360,1,2035-01-01T00:00:00.000000-0800,3.991141846
487,1,2035-01-01T05:00:00.000000-0800,2.898699881
1521,1,2035-01-01T03:00:00.000000-0800,25.1434237
2404,1,2035-01-01T01:00:00.000000-0800,19.80625025
2081,1,2035-01-01T18:00:00.000000-0800,5.420854534
8331,1,2035-01-01T23:00:00.000000-0800,1.009391973
2084,1,2035-01-01T10:00:00.000000-0800,49.72274519
623,1,2035-01-01T22:00:00.000000-0800,0.44200793
8107,1,2035-01-01T11:00:00.000000-0800,0.572805051
891,1,2035-01-01T07:00:00.000000-0800,12.92385448
1339,1,2035-01-01T13:00:00.000000-0800,4.232016433
664,1,2035-01-01T05:00:00.000000-0800,5.450740764
994,1,2035-01-01T21:00:00.000000-0800,11.11620983
578,1,2035-01-01T02:00:00.000000-0800,4.324262881
164,1,2035-01-01T11:00:00.000000-0800,0.922687376
8712,1,2035-01-01T17:00:00.000000-0800,2.050984522
2227,1,2035-01-01T16:00:00.000000-0800,18.75332814
1342,1,2035-01-01T20:00:00.000000-0800,19.54485767
8209,1,2035-01-01T22:00:00.000000-0800,23.31794791
421,1,2035-01-01T03:00:00.000000-0800,6.492727755
8808,1,2035-01-01T06:00:00.000000-0800,6.662262
2288,1,2035-01-01T11:00:00.000000-0800,4.879715189
7896,1,2035-01-01T10:00:00.000000-0800,7.5479316
653,1,2035-01-01T05:00:00.000000-0800,2.294570223
7675,1,2035-01-01T01:00:00.000000-0800,7.053609862
837,1,2035-01-01T05:00:00.000000-0800,4.561544033
626,1,2035-01-01T16:00:00.000000-0800,2.02626068
569,1,2035-01-01T07:00:00.000000-0800,6.863401649
8695,1,2035-01-01T00:00:00.000000-0800,3.6383862
1700,1,2035-01-01T06:00:00.000000-0800,3.552870174
352,1,2035-01-01T08:00:00.000000-0800,3.604680799
1865,1,2035-01-01T11:00:00.000000-0800,8.700651553
1527,1,2035-01-01T03:00:00.000000-0800,12.43365072
657,1,2035-01-01T07:00:00.000000-0800,6.476662945
1102,1,2035-01-01T02:00:00.000000-0800,7.033864618
880,1,2035-01-01T21:00:00.000000-0800,1.698164901
7914,1,2035-01-01T08:00:00.000000-0800,14.36196379
2180,1,2035-01-01T11:00:00.000000-0800,0.086693905
2079,1,2035-01-01T05:00:00.000000-0800,21.14699427
8810,1,2035-01-01T17:00:00.000000-0800,5.211079585
865,1,2035-01-01T16:00:00.000000-0800,1.3348354
835,1,2035-01-01T01:00:00.000000-0800,9.33005789
62,1,2035-01-01T04:00:00.000000-0800,1.6371
1055,1,2035-01-01T00:00:00.000000-0800,2.912771264
304,1,2035-01-01T16:00:00.000000-0800,10.23624688
1939,1,2035-01-01T00:00:00.000000-0800,42.54557009
2025,1,2035-01-01T12:00:00.000000-0800,5.895197967
69,1,2035-01-01T17:00:00.000000-0800,7.852431288
488,1,2035-01-01T23:00:00.000000-0800,5.682789459
1341,1,2035-01-01T15:00:00.000000-0800,5.369316508
179,1,2035-01-01T11:00:00.000000-0800,7.650141244
1577,1,2035-01-01T21:00:00.000000-0800,6.219889675
101,1,2035-01-01T12:00:00.000000-0800,6.469434381
1744,1,2035-01-01T13:00:00.000000-0800,11.66144603
890,1,2035-01-01T18:00:00.000000-0800,8.345005714
21,1,2035-01-01T06:00:00.000000-0800,0.48002655
1108,1,2035-01-01T21:00:00.000000-0800,23.99429352
8727,1,2035-01-01T22:00:00.000000-0800,7.077156945
8796,1,2035-01-01T20:00:00.000000-0800,0.856802824
8456,1,2035-01-01T21:00:00.000000-0800,8.936813495
1678,1,2035-01-01T21:00:00.000000-0800,24.62759845
2153,1,2035-01-01T06:00:00.000000-0800,29.8373531
1275,1,2035-01-01T20:00:00.000000-0800,3.35785307
417,1,2035-01-01T16:00:00.000000-0800,28.95688482
1707,1,2035-01-01T18:00:00.000000-0800,0.002046
2359,1,2035-01-01T21:00:00.000000-0800,2.183946657
2252,1,2035-01-01T12:00:00.000000-0800,14.15431609
963,1,2035-01-01T01:00:00.000000-0800,8.918043739
1013,1,2035-01-01T16:00:00.000000-0800,12.80217279
1259,1,2035-01-01T12:00:00.000000-0800,83.62416837
887,1,2035-01-01T14:00:00.000000-0800,10.16201774
147,1,2035-01-01T01:00:00.000000-0800,10.70205482
1456,1,2035-01-01T01:00:00.000000-0800,11.64062957
1815,1,2035-01-01T17:00:00.000000-0800,23.88628218
8639,1,2035-01-01T09:00:00.000000-0800,11.96677537
8505,1,2035-01-01T06:00:00.000000-0800,2.17796234
144,1,2035-01-01T14:00:00.000000-0800,1.8773143
589,1,2035-01-01T02:00:00.000000-0800,2.920904735
1353,1,2035-01-01T07:00:00.000000-0800,6.656622286
1455,1,2035-01-01T12:00:00.000000-0800,21.95077543
1539,1,2035-01-01T19:00:00.000000-0800,13.48049543
8384,1,2035-01-01T12:00:00.000000-0800,12.48351081
2147,1,2035-01-01T07:00:00.000000-0800,0.608271735
1991,1,2035-01-01T08:00:00.000000-0800,17.17622441
903,1,2035-01-01T06:00:00.000000-0800,3.825803502
198,1,2035-01-01T14:00:00.000000-0800,0.2680864
8196,1,2035-01-01T11:00:00.000000-0800,7.432777755
8570,1,2035-01-01T19:00:00.000000-0800,1.265045903
52,1,2035-01-01T00:00:00.000000-0800,24.49184772
846,1,2035-01-01T19:00:00.000000-0800,0.23741505
7981,1,2035-01-01T20:00:00.000000-0800,13.61409609
1189,1,2035-01-01T14:00:00.000000-0800,4.914858594
127,1,2035-01-01T14:00:00.000000-0800,30.78584704
8839,1,2035-01-01T21:00:00.000000-0800,4.923692288
1237,1,2035-01-01T21:00:00.000000-0800,25.3337826
1829,1,2035-01-01T23:00:00.000000-0800,14.24661032
1879,1,2035-01-01T08:00:00.000000-0800,3.232958915
1307,1,2035-01-01T21:00:00.000000-0800,0.037139004
1295,1,2035-01-01T07:00:00.000000-0800,0.13654837
2011,1,2035-01-01T15:00:00.000000-0800,8.574937952
1796,1,2035-01-01T03:00:00.000000-0800,9.100151455
1630,1,2035-01-01T02:00:00.000000-0800,0.03992543
111,1,2035-01-01T09:00:00.000000-0800,1.064211761
539,1,2035-01-01T12:00:00.000000-0800,3.572191589
2324,1,2035-01-01T03:00:00.000000-0800,50.27673367
8161,1,2035-01-01T10:00:00.000000-0800,4.712783644
2178,1,2035-01-01T17:00:00.000000-0800,7.57764192
8638,1,2035-01-01T04:00:00.000000-0800,3.325661292
7948,1,2035-01-01T10:00:00.000000-0800,6.161963653
8778,1,2035-01-01T21:00:00.000000-0800,10.9672513
7805,1,2035-01-01T14:00:00.000000-0800,44.63676973
1497,1,2035-01-01T22:00:00.000000-0800,3.011502321
2367,1,2035-01-01T14:00:00.000000-0800,59.66639722
1258,1,2035-01-01T16:00:00.000000-0800,77.59873945
330,1,2035-01-01T19:00:00.000000-0800,2.758549565
1707,1,2035-01-01T16:00:00.000000-0800,0.001396
802,1,2035-01-01T18:00:00.000000-0800,29.56914598
1432,1,2035-01-01T00:00:00.000000-0800,8.128682806
7681,1,2035-01-01T08:00:00.000000-0800,0.639844795
779,1,2035-01-01T15:00:00.000000-0800,17.78420835
1510,1,2035-01-01T21:00:00.000000-0800,26.65830269
827,1,2035-01-01T17:00:00.000000-0800,0.064573
339,1,2035-01-01T18:00:00.000000-0800,1.2872429
1080,1,2035-01-01T15:00:00.000000-0800,5.876961413
1529,1,2035-01-01T09:00:00.000000-0800,7.493480067
7931,1,2035-01-01T01:00:00.000000-0800,32.74992678
490,1,2035-01-01T03:00:00.000000-0800,3.537638715
2297,1,2035-01-01T22:00:00.000000-0800,5.915610003
784,1,2035-01-01T07:00:00.000000-0800,46.67394154
2241,1,2035-01-01T13:00:00.000000-0800,15.44776339
2036,1,2035-01-01T23:00:00.000000-0800,30.29863464
8622,1,2035-01-01T06:00:00.000000-0800,38.88748917
1714,1,2035-01-01T07:00:00.000000-0800,0.003676
946,1,2035-01-01T07:00:00.000000-0800,0.009633
1230,1,2035-01-01T07:00:00.000000-0800,7.442154937
2242,1,2035-01-01T02:00:00.000000-0800,2.4786165
643,1,2035-01-01T08:00:00.000000-0800,5.735450766
39,1,2035-01-01T14:00:00.000000-0800,4.941276901
369,1,2035-01-01T16:00:00.000000-0800,10.95013866
772,1,2035-01-01T21:00:00.000000-0800,9.45403814
1189,1,2035-01-01T03:00:00.000000-0800,2.674925445
7663,1,2035-01-01T05:00:00.000000-0800,0.818178076
1421,1,2035-01-01T19:00:00.000000-0800,10.99669636
8657,1,2035-01-01T01:00:00.000000-0800,0.20797415
1084,1,2035-01-01T08:00:00.000000-0800,2.532675484
7897,1,2035-01-01T22:00:00.000000-0800,5.209940324
2145,1,2035-01-01T05:00:00.000000-0800,26.47757617
2103,1,2035-01-01T22:00:00.000000-0800,14.97375913
8356,1,2035-01-01T17:00:00.000000-0800,31.2977515
1575,1,2035-01-01T08:00:00.000000-0800,18.12830752
1287,1,2035-01-01T08:00:00.000000-0800,2.5248787
2020,1,2035-01-01T21:00:00.000000-0800,9.683053956
1303,1,2035-01-01T03:00:00.000000-0800,0.06748701
715,1,2035-01-01T05:00:00.000000-0800,14.19484772
458,1,2035-01-01T07:00:00.000000-0800,3.533237098
1765,1,2035-01-01T16:00:00.000000-0800,5.354837713
1941,1,2035-01-01T22:00:00.000000-0800,7.407356909
169,1,2035-01-01T15:00:00.000000-0800,10.16792133
105,1,2035-01-01T08:00:00.000000-0800,0.127844959
1363,1,2035-01-01T18:00:00.000000-0800,0.954263852
1263,1,2035-01-01T09:00:00.000000-0800,37.75076863
593,1,2035-01-01T19:00:00.000000-0800,11.42099077
778,1,2035-01-01T15:00:00.000000-0800,4.458601203
275,1,2035-01-01T22:00:00.000000-0800,0.33615692
1076,1,2035-01-01T22:00:00.000000-0800,20.55161173
1433,1,2035-01-01T08:00:00.000000-0800,5.05490736
2104,1,2035-01-01T15:00:00.000000-0800,5.263208375
1790,1,2035-01-01T14:00:00.000000-0800,5.50337046
2340,1,2035-01-01T00:00:00.000000-0800,4.887228422
2360,1,2035-01-01T08:00:00.000000-0800,2.9018656
1699,1,2035-01-01T11:00:00.000000-0800,0.196229032
1480,1,2035-01-01T01:00:00.000000-0800,0.213626965
8653,1,2035-01-01T20:00:00.000000-0800,18.77405827
571,1,2035-01-01T19:00:00.000000-0800,0.1749536
715,1,2035-01-01T19:00:00.000000-0800,15.07586702
1074,1,2035-01-01T16:00:00.000000-0800,0.58615173
1373,1,2035-01-01T19:00:00.000000-0800,4.34489566
926,1,2035-01-01T22:00:00.000000-0800,0.69392676
1864,1,2035-01-01T09:00:00.000000-0800,1.2543536
1420,1,2035-01-01T09:00:00.000000-0800,1.4142599
234,1,2035-01-01T23:00:00.000000-0800,0.30988412
1690,1,2035-01-01T07:00:00.000000-0800,2.814565369
778,1,2035-01-01T01:00:00.000000-0800,4.2016875
748,1,2035-01-01T20:00:00.000000-0800,6.1278027
104,1,2035-01-01T07:00:00.000000-0800,34.17861587
1158,1,2035-01-01T08:00:00.000000-0800,17.09872664
803,1,2035-01-01T07:00:00.000000-0800,21.31559892
602,1,2035-01-01T00:00:00.000000-0800,1.064671732
490,1,2035-01-01T18:00:00.000000-0800,3.910596489
321,1,2035-01-01T06:00:00.000000-0800,6.016219918
8290,1,2035-01-01T07:00:00.000000-0800,2.3412988
843,1,2035-01-01T21:00:00.000000-0800,5.450799218
1844,1,2035-01-01T01:00:00.000000-0800,11.3669388
1487,1,2035-01-01T10:00:00.000000-0800,5.119554364
1875,1,2035-01-01T23:00:00.000000-0800,1.479056145
8400,1,2035-01-01T04:00:00.000000-0800,0.4287059
1364,1,2035-01-01T07:00:00.000000-0800,10.72381328
838,1,2035-01-01T06:00:00.000000-0800,9.660942186
57,1,2035-01-01T13:00:00.000000-0800,3.61776
2258,1,2035-01-01T09:00:00.000000-0800,13.19560155
973,1,2035-01-01T19:00:00.000000-0800,17.45977272
2047,1,2035-01-01T20:00:00.000000-0800,24.94599948
189,1,2035-01-01T23:00:00.000000-0800,7.288411065
8621,1,2035-01-01T12:00:00.000000-0800,3.031299073
7700,1,2035-01-01T14:00:00.000000-0800,0.434153339
706,1,2035-01-01T21:00:00.000000-0800,8.667957728
684,1,2035-01-01T00:00:00.000000-0800,26.00231819
310,1,2035-01-01T04:00:00.000000-0800,0.15920575
180,1,2035-01-01T14:00:00.000000-0800,1.2188202
8157,1,2035-01-01T17:00:00.000000-0800,9.661863
851,1,2035-01-01T03:00:00.000000-0800,5.88908732
1089,1,2035-01-01T01:00:00.000000-0800,13.67264992
1907,1,2035-01-01T14:00:00.000000-0800,48.52359116
14,1,2035-01-01T06:00:00.000000-0800,10.1199094
562,1,2035-01-01T17:00:00.000000-0800,4.397123093
7698,1,2035-01-01T16:00:00.000000-0800,3.855574273
1543,1,2035-01-01T12:00:00.000000-0800,3.007924021
8124,1,2035-01-01T22:00:00.000000-0800,10.44546849
1033,1,2035-01-01T09:00:00.000000-0800,47.3269555
8300,1,2035-01-01T22:00:00.000000-0800,5.452714543
835,1,2035-01-01T00:00:00.000000-0800,10.02963721
454,1,2035-01-01T14:00:00.000000-0800,3.633522402
1153,1,2035-01-01T23:00:00.000000-0800,2.341005
145,1,2035-01-01T15:00:00.000000-0800,0.029256998
1342,1,2035-01-01T13:00:00.000000-0800,19.53822897
249,1,2035-01-01T22:00:00.000000-0800,0.013388001
1503,1,2035-01-01T06:00:00.000000-0800,47.54613037
2164,1,2035-01-01T23:00:00.000000-0800,65.54696514
1116,1,2035-01-01T19:00:00.000000-0800,36.10550422
2398,1,2035-01-01T01:00:00.000000-0800,6.66492365
980,1,2035-01-01T01:00:00.000000-0800,5.091628636
652,1,2035-01-01T11:00:00.000000-0800,10.79124398
884,1,2035-01-01T00:00:00.000000-0800,5.210662717
329,1,2035-01-01T09:00:00.000000-0800,5.414233819
2397,1,2035-01-01T00:00:00.000000-0800,5.263113803
407,1,2035-01-01T19:00:00.000000-0800,1.2601399
155,1,2035-01-01T03:00:00.000000-0800,15.81127899
1561,1,2035-01-01T01:00:00.000000-0800,1.571428225
2288,1,2035-01-01T08:00:00.000000-0800,4.242135535
2024,1,2035-01-01T09:00:00.000000-0800,4.205925093
161,1,2035-01-01T04:00:00.000000-0800,1.085991357
7662,1,2035-01-01T00:00:00.000000-0800,8.698524755
1495,1,2035-01-01T05:00:00.000000-0800,4.597624492
829,1,2035-01-01T13:00:00.000000-0800,0.4955798
891,1,2035-01-01T17:00:00.000000-0800,11.06490625
517,1,2035-01-01T18:00:00.000000-0800,8.288612339
1080,1,2035-01-01T01:00:00.000000-0800,6.024872219
8618,1,2035-01-01T10:00:00.000000-0800,6.649407904
741,1,2035-01-01T06:00:00.000000-0800,10.83422447
8299,1,2035-01-01T01:00:00.000000-0800,46.66933356
536,1,2035-01-01T07:00:00.000000-0800,8.090553913
1526,1,2035-01-01T14:00:00.000000-0800,16.77778616
1701,1,2035-01-01T01:00:00.000000-0800,2.599484098
899,1,2035-01-01T22:00:00.000000-0800,2.646824003
8021,1,2035-01-01T09:00:00.000000-0800,15.57235442
2034,1,2035-01-01T21:00:00.000000-0800,1.203887076
1429,1,2035-01-01T20:00:00.000000-0800,11.78734199
1782,1,2035-01-01T20:00:00.000000-0800,7.685385
8579,1,2035-01-01T11:00:00.000000-0800,1.110245492
730,1,2035-01-01T01:00:00.000000-0800,11.02597937
449,1,2035-01-01T20:00:00.000000-0800,2.871289983
1461,1,2035-01-01T08:00:00.000000-0800,13.02494085
2346,1,2035-01-01T13:00:00.000000-0800,11.25998038
2229,1,2035-01-01T16:00:00.000000-0800,16.05985117
1195,1,2035-01-01T00:00:00.000000-0800,6.085836249
1923,1,2035-01-01T05:00:00.000000-0800,1.293887981
7991,1,2035-01-01T20:00:00.000000-0800,12.720101
1966,1,2035-01-01T04:00:00.000000-0800,6.194086896
1297,1,2035-01-01T03:00:00.000000-0800,0.65829175
8019,1,2035-01-01T04:00:00.000000-0800,20.10182503
1452,1,2035-01-01T11:00:00.000000-0800,19.22931489
7992,1,2035-01-01T15:00:00.000000-0800,14.81060583
2267,1,2035-01-01T05:00:00.000000-0800,0.43966388
197,1,2035-01-01T03:00:00.000000-0800,0.046069
7896,1,2035-01-01T09:00:00.000000-0800,6.588085
266,1,2035-01-01T11:00:00.000000-0800,0.21284044
7868,1,2035-01-01T00:00:00.000000-0800,4.469355
941,1,2035-01-01T16:00:00.000000-0800,11.32854638
187,1,2035-01-01T07:00:00.000000-0800,7.40090193
2028,1,2035-01-01T10:00:00.000000-0800,26.51847331
2362,1,2035-01-01T13:00:00.000000-0800,21.96337997
8829,1,2035-01-01T06:00:00.000000-0800,8.984144441
1864,1,2035-01-01T20:00:00.000000-0800,0.9850879
2377,1,2035-01-01T22:00:00.000000-0800,0.007079001
1452,1,2035-01-01T23:00:00.000000-0800,18.19710848
7880,1,2035-01-01T11:00:00.000000-0800,2.061758845
1900,1,2035-01-01T05:00:00.000000-0800,2.745092679
7806,1,2035-01-01T11:00:00.000000-0800,17.48245117
1754,1,2035-01-01T07:00:00.000000-0800,2.254938914
922,1,2035-01-01T13:00:00.000000-0800,4.499744171
14,1,2035-01-01T09:00:00.000000-0800,12.51351492
454,1,2035-01-01T08:00:00.000000-0800,3.066535518
8300,1,2035-01-01T03:00:00.000000-0800,5.599559453
2086,1,2035-01-01T06:00:00.000000-0800,37.84910876
43,1,2035-01-01T18:00:00.000000-0800,2.385816
403,1,2035-01-01T06:00:00.000000-0800,14.82622106
2291,1,2035-01-01T08:00:00.000000-0800,16.78646356
1556,1,2035-01-01T16:00:00.000000-0800,24.74614663
1508,1,2035-01-01T06:00:00.000000-0800,15.92368447
1699,1,2035-01-01T21:00:00.000000-0800,0.125132307
966,1,2035-01-01T13:00:00.000000-0800,1.583009933
1145,1,2035-01-01T09:00:00.000000-0800,40.15380801
1537,1,2035-01-01T03:00:00.000000-0800,15.35041188
1241,1,2035-01-01T02:00:00.000000-0800,56.54974698
1005,1,2035-01-01T11:00:00.000000-0800,0.307121954
169,1,2035-01-01T11:00:00.000000-0800,12.47161347
706,1,2035-01-01T11:00:00.000000-0800,14.13846206
527,1,2035-01-01T11:00:00.000000-0800,22.07026147
276,1,2035-01-01T13:00:00.000000-0800,0.004125
371,1,2035-01-01T00:00:00.000000-0800,76.27960786
676,1,2035-01-01T12:00:00.000000-0800,10.58371227
8044,1,2035-01-01T16:00:00.000000-0800,5.940444961
352,1,2035-01-01T19:00:00.000000-0800,3.259310027
1,1,2035-01-01T14:00:00.000000-0800,49.64887467
2405,1,2035-01-01T04:00:00.000000-0800,1.445953534
7748,1,2035-01-01T12:00:00.000000-0800,8.544383525
1415,1,2035-01-01T15:00:00.000000-0800,0.42289246
7992,1,2035-01-01T20:00:00.000000-0800,9.989116159
1970,1,2035-01-01T19:00:00.000000-0800,2.695165386
2090,1,2035-01-01T10:00:00.000000-0800,14.12624448
762,1,2035-01-01T17:00:00.000000-0800,1.089856203
1993,1,2035-01-01T07:00:00.000000-0800,35.30729283
2240,1,2035-01-01T20:00:00.000000-0800,7.781443021
1418,1,2035-01-01T23:00:00.000000-0800,2.729115939
1454,1,2035-01-01T17:00:00.000000-0800,26.27826404
896,1,2035-01-01T22:00:00.000000-0800,11.35136797
1713,1,2035-01-01T13:00:00.000000-0800,5.591206362
1593,1,2035-01-01T06:00:00.000000-0800,1.372286045
8073,1,2035-01-01T12:00:00.000000-0800,1.2153702
8856,1,2035-01-01T12:00:00.000000-0800,0.956991
7666,1,2035-01-01T14:00:00.000000-0800,6.597267
2361,1,2035-01-01T13:00:00.000000-0800,0.82965173
1432,1,2035-01-01T12:00:00.000000-0800,11.34679142
1085,1,2035-01-01T06:00:00.000000-0800,64.9960617
380,1,2035-01-01T20:00:00.000000-0800,32.47616013
2134,1,2035-01-01T01:00:00.000000-0800,0.654852184
589,1,2035-01-01T18:00:00.000000-0800,2.159977976
1323,1,2035-01-01T04:00:00.000000-0800,2.645110259
579,1,2035-01-01T06:00:00.000000-0800,1.08257158
827,1,2035-01-01T05:00:00.000000-0800,0.031378002
799,1,2035-01-01T06:00:00.000000-0800,11.55314622
1012,1,2035-01-01T17:00:00.000000-0800,29.50763244
793,1,2035-01-01T06:00:00.000000-0800,27.20758697
8813,1,2035-01-01T17:00:00.000000-0800,1.1974574
2348,1,2035-01-01T20:00:00.000000-0800,6.918065997
1745,1,2035-01-01T00:00:00.000000-0800,3.508241921
1157,1,2035-01-01T06:00:00.000000-0800,2.258285
8765,1,2035-01-01T04:00:00.000000-0800,2.263427957
1788,1,2035-01-01T18:00:00.000000-0800,27.25069148
859,1,2035-01-01T07:00:00.000000-0800,1.5236135
2073,1,2035-01-01T17:00:00.000000-0800,9.180044621
7987,1,2035-01-01T09:00:00.000000-0800,39.07634856
203,1,2035-01-01T07:00:00.000000-0800,8.013048126
1168,1,2035-01-01T22:00:00.000000-0800,2.273208806
2340,1,2035-01-01T22:00:00.000000-0800,4.840017062
1040,1,2035-01-01T16:00:00.000000-0800,29.49581706
831,1,2035-01-01T03:00:00.000000-0800,0.018996
1733,1,2035-01-01T09:00:00.000000-0800,1.278257147
1968,1,2035-01-01T10:00:00.000000-0800,4.750213383
1291,1,2035-01-01T11:00:00.000000-0800,2.251692829
1629,1,2035-01-01T14:00:00.000000-0800,0.4507713
2148,1,2035-01-01T12:00:00.000000-0800,3.942756806
612,1,2035-01-01T15:00:00.000000-0800,15.57299693
2307,1,2035-01-01T16:00:00.000000-0800,43.32300617
879,1,2035-01-01T12:00:00.000000-0800,14.38622218
296,1,2035-01-01T21:00:00.000000-0800,8.560627173
1913,1,2035-01-01T16:00:00.000000-0800,6.616829812
1884,1,2035-01-01T05:00:00.000000-0800,7.495998787
874,1,2035-01-01T08:00:00.000000-0800,4.839123918
542,1,2035-01-01T19:00:00.000000-0800,16.50848831
796,1,2035-01-01T05:00:00.000000-0800,1.345392413
1148,1,2035-01-01T06:00:00.000000-0800,7.324905674
1437,1,2035-01-01T09:00:00.000000-0800,4.852092995
696,1,2035-01-01T19:00:00.000000-0800,34.27165841
187,1,2035-01-01T19:00:00.000000-0800,6.028682469
1760,1,2035-01-01T03:00:00.000000-0800,1.468883413
