name,kv,type,lat,lon,slack
1888,115,substation,-1,-1,0
1889,115,substation,-1,-1,0
1890,115,substation,-1,-1,0
1891,66,substation,-1,-1,0
1892,66,substation,-1,-1,0
1893,66,substation,-1,-1,0
1894,66,substation,-1,-1,0
1895,66,substation,-1,-1,0
1896,66,substation,-1,-1,0
1897,115,substation,-1,-1,0
1898,500,substation,-1,-1,0
1899,66,substation,-1,-1,0
1900,66,substation,-1,-1,0
1901,66,substation,-1,-1,0
1902,66,substation,-1,-1,0
1903,66,substation,-1,-1,0
1904,115,substation,-1,-1,0
1905,230,substation,-1,-1,0
1906,115,substation,-1,-1,0
1907,230,substation,-1,-1,0
1908,66,substation,-1,-1,0
1909,66,substation,-1,-1,0
1910,230,substation,-1,-1,0
1911,115,substation,-1,-1,0
1912,230,substation,-1,-1,0
1913,230,substation,-1,-1,0
1914,115,substation,-1,-1,0
1915,66,substation,-1,-1,0
1916,66,substation,-1,-1,0
1917,230,substation,-1,-1,0
1918,230,substation,-1,-1,0
1919,115,substation,-1,-1,0
1920,66,substation,-1,-1,0
1921,66,substation,-1,-1,0
1922,66,substation,-1,-1,0
1923,115,substation,-1,-1,0
1924,115,substation,-1,-1,0
1925,115,substation,-1,-1,0
1926,230,substation,-1,-1,0
1927,230,substation,-1,-1,0
1928,66,substation,-1,-1,0
1929,66,substation,-1,-1,0
1930,230,substation,-1,-1,0
1931,66,substation,-1,-1,0
1932,66,substation,-1,-1,0
1933,66,substation,-1,-1,0
1934,66,substation,-1,-1,0
1935,66,substation,-1,-1,0
1936,66,substation,-1,-1,0
1937,115,substation,-1,-1,0
1938,115,substation,-1,-1,0
1939,66,substation,-1,-1,0
1940,66,substation,-1,-1,0
1941,66,substation,-1,-1,0
1942,66,substation,-1,-1,0
1943,66,substation,-1,-1,0
1944,66,substation,-1,-1,0
1945,66,substation,-1,-1,0
1946,66,substation,-1,-1,0
1947,66,substation,-1,-1,0
1948,66,substation,-1,-1,0
1949,66,substation,-1,-1,0
1950,66,substation,-1,-1,0
1951,230,substation,-1,-1,1
1952,66,substation,-1,-1,0
1953,66,substation,-1,-1,0
1954,66,substation,-1,-1,0
1955,66,substation,-1,-1,0
1956,66,substation,-1,-1,0
1957,66,substation,-1,-1,0
1958,66,substation,-1,-1,0
1959,66,substation,-1,-1,0
1960,66,substation,-1,-1,0
1961,66,substation,-1,-1,0
1962,66,substation,-1,-1,0
1963,66,substation,-1,-1,0
1964,66,substation,-1,-1,0
1965,66,substation,-1,-1,0
1966,115,substation,-1,-1,0
1967,66,substation,-1,-1,0
1968,115,substation,-1,-1,0
1969,66,substation,-1,-1,0
1970,66,substation,-1,-1,0
1971,66,substation,-1,-1,0
1972,66,substation,-1,-1,0
1973,66,substation,-1,-1,0
1974,66,substation,-1,-1,0
1975,66,substation,-1,-1,0
1976,66,substation,-1,-1,0
1977,66,substation,-1,-1,0
1978,66,substation,-1,-1,0
1979,66,substation,-1,-1,0
1980,66,substation,-1,-1,0
1981,66,substation,-1,-1,0
1982,66,substation,-1,-1,0
1983,115,substation,-1,-1,0
1984,115,substation,-1,-1,0
1985,115,substation,-1,-1,0
1986,66,substation,-1,-1,0
1987,230,substation,-1,-1,0
1988,66,substation,-1,-1,0
1989,66,substation,-1,-1,0
1990,115,substation,-1,-1,0
1991,66,substation,-1,-1,0
1992,66,substation,-1,-1,0
1993,66,substation,-1,-1,0
1994,66,substation,-1,-1,0
1995,66,substation,-1,-1,0
1996,115,substation,-1,-1,0
1997,66,substation,-1,-1,0
1998,66,substation,-1,-1,0
1999,66,substation,-1,-1,0
2000,66,substation,-1,-1,0
2001,66,substation,-1,-1,0
2002,66,substation,-1,-1,0
2003,66,substation,-1,-1,0
2004,66,substation,-1,-1,0
2005,66,substation,-1,-1,0
2006,115,substation,-1,-1,0
2007,66,substation,-1,-1,0
2008,66,substation,-1,-1,0
2009,115,substation,-1,-1,0
2010,66,substation,-1,-1,0
2011,66,substation,-1,-1,0
2012,66,substation,-1,-1,0
2013,66,substation,-1,-1,0
2014,66,substation,-1,-1,0
2015,66,substation,-1,-1,0
2016,115,substation,-1,-1,0
2017,115,substation,-1,-1,0
2018,66,substation,-1,-1,0
2019,66,substation,-1,-1,0
2020,66,substation,-1,-1,0
2021,66,substation,-1,-1,0
2022,66,substation,-1,-1,0
2023,66,substation,-1,-1,0
2024,66,substation,-1,-1,0
2025,115,substation,-1,-1,0
2026,66,substation,-1,-1,0
2027,66,substation,-1,-1,0
2028,115,substation,-1,-1,0
2029,115,substation,-1,-1,0
2030,66,substation,-1,-1,0
2031,66,substation,-1,-1,0
2032,66,substation,-1,-1,0
2033,66,substation,-1,-1,0
2034,66,substation,-1,-1,0
2035,66,substation,-1,-1,0
2036,66,substation,-1,-1,0
2037,66,substation,-1,-1,0
2038,66,substation,-1,-1,0
2039,66,substation,-1,-1,0
2040,115,substation,-1,-1,0
2041,66,substation,-1,-1,0
2042,115,substation,-1,-1,0
2043,115,substation,-1,-1,0
2044,115,substation,-1,-1,0
2045,66,substation,-1,-1,0
2046,66,substation,-1,-1,0
2047,66,substation,-1,-1,0
2048,66,substation,-1,-1,0
2049,66,substation,-1,-1,0
2050,66,substation,-1,-1,0
2051,66,substation,-1,-1,0
2052,66,substation,-1,-1,0
2053,66,substation,-1,-1,0
2054,66,substation,-1,-1,0
2055,66,substation,-1,-1,0
2056,66,substation,-1,-1,0
2057,66,substation,-1,-1,0
2058,66,substation,-1,-1,0
2059,66,substation,-1,-1,0
2060,66,substation,-1,-1,0
2061,66,substation,-1,-1,0
2062,66,substation,-1,-1,0
2063,66,substation,-1,-1,0
2064,66,substation,-1,-1,0
2065,66,substation,-1,-1,0
2066,66,substation,-1,-1,0
2067,66,substation,-1,-1,0
2068,66,substation,-1,-1,0
2069,66,substation,-1,-1,0
2070,66,substation,-1,-1,0
2071,66,substation,-1,-1,0
2072,66,substation,-1,-1,0
2073,66,substation,-1,-1,0
2074,66,substation,-1,-1,0
2075,66,substation,-1,-1,0
2076,66,substation,-1,-1,0
2077,66,substation,-1,-1,0
2078,66,substation,-1,-1,0
2079,66,substation,-1,-1,0
2080,66,substation,-1,-1,0
2081,66,substation,-1,-1,0
2082,66,substation,-1,-1,0
2083,66,substation,-1,-1,0
2084,66,substation,-1,-1,0
2085,66,substation,-1,-1,0
2086,66,substation,-1,-1,0
2087,66,substation,-1,-1,0
2088,66,substation,-1,-1,0
2089,66,substation,-1,-1,0
2090,66,substation,-1,-1,0
2091,66,substation,-1,-1,0
2092,66,substation,-1,-1,0
2093,66,substation,-1,-1,0
2094,66,substation,-1,-1,0
2095,66,substation,-1,-1,0
2096,66,substation,-1,-1,0
2097,66,substation,-1,-1,0
2098,66,substation,-1,-1,0
2099,66,substation,-1,-1,0
2100,66,substation,-1,-1,0
2101,66,substation,-1,-1,0
2102,66,substation,-1,-1,0
2103,66,substation,-1,-1,0
2104,230,substation,-1,-1,0
2105,66,substation,-1,-1,0
2106,230,substation,-1,-1,0
2107,230,substation,-1,-1,0
2108,66,substation,-1,-1,0
2109,66,substation,-1,-1,0
2110,66,substation,-1,-1,0
2111,66,substation,-1,-1,0
2112,66,substation,-1,-1,0
2113,66,substation,-1,-1,0
2114,230,substation,-1,-1,0
2115,230,substation,-1,-1,0
2116,230,substation,-1,-1,0
2117,66,substation,-1,-1,0
2118,66,substation,-1,-1,0
2119,66,substation,-1,-1,0
2120,66,substation,-1,-1,0
2121,230,substation,-1,-1,0
2122,115,substation,-1,-1,0
2123,66,substation,-1,-1,0
2124,115,substation,-1,-1,0
2125,66,substation,-1,-1,0
2126,66,substation,-1,-1,0
2127,66,substation,-1,-1,0
2128,66,substation,-1,-1,0
2129,66,substation,-1,-1,0
2130,66,substation,-1,-1,0
2131,66,substation,-1,-1,0
2132,66,substation,-1,-1,0
2133,66,substation,-1,-1,0
2134,66,substation,-1,-1,0
2135,66,substation,-1,-1,0
2136,66,substation,-1,-1,0
2137,66,substation,-1,-1,0
2138,66,substation,-1,-1,0
2139,66,substation,-1,-1,0
2140,66,substation,-1,-1,0
2141,66,substation,-1,-1,0
2142,66,substation,-1,-1,0
2143,66,substation,-1,-1,0
2144,66,substation,-1,-1,0
2145,66,substation,-1,-1,0
2146,66,substation,-1,-1,0
2147,66,substation,-1,-1,0
2148,115,substation,-1,-1,0
2149,115,substation,-1,-1,0
2150,66,substation,-1,-1,0
2151,115,substation,-1,-1,0
2152,66,substation,-1,-1,0
2153,66,substation,-1,-1,0
2154,115,substation,-1,-1,0
2155,66,substation,-1,-1,0
2156,66,substation,-1,-1,0
2157,66,substation,-1,-1,0
2158,66,substation,-1,-1,0
2159,66,substation,-1,-1,0
2160,230,substation,-1,-1,0
2161,66,substation,-1,-1,0
2162,66,substation,-1,-1,0
2163,66,substation,-1,-1,0
2164,115,substation,-1,-1,0
2165,115,substation,-1,-1,0
2166,66,substation,-1,-1,0
2167,66,substation,-1,-1,0
2168,115,substation,-1,-1,0
2169,66,substation,-1,-1,0
2170,66,substation,-1,-1,0
2171,66,substation,-1,-1,0
2172,66,substation,-1,-1,0
2173,230,substation,-1,-1,0
2174,66,substation,-1,-1,0
2175,66,substation,-1,-1,0
2176,66,substation,-1,-1,0
2177,66,substation,-1,-1,0
2178,66,substation,-1,-1,0
2179,66,substation,-1,-1,0
2180,66,substation,-1,-1,0
2181,66,substation,-1,-1,0
2182,66,substation,-1,-1,0
2183,66,substation,-1,-1,0
2184,115,substation,-1,-1,0
2185,115,substation,-1,-1,0
2186,115,substation,-1,-1,0
2187,66,substation,-1,-1,0
2188,66,substation,-1,-1,0
2189,66,substation,-1,-1,0
2190,66,substation,-1,-1,0
2191,66,substation,-1,-1,0
2192,66,substation,-1,-1,0
2193,66,substation,-1,-1,0
2194,66,substation,-1,-1,0
2195,115,substation,-1,-1,0
2196,115,substation,-1,-1,0
2197,115,substation,-1,-1,0
2198,115,substation,-1,-1,0
2199,66,substation,-1,-1,0
2200,66,substation,-1,-1,0
2201,66,substation,-1,-1,0
2202,66,substation,-1,-1,0
2203,66,substation,-1,-1,0
2204,66,substation,-1,-1,0
2205,66,substation,-1,-1,0
2206,66,substation,-1,-1,0
2207,115,substation,-1,-1,0
2208,230,substation,-1,-1,0
2209,66,substation,-1,-1,0
2210,66,substation,-1,-1,0
2211,66,substation,-1,-1,0
2212,66,substation,-1,-1,0
2213,66,substation,-1,-1,0
2214,66,substation,-1,-1,0
2215,66,substation,-1,-1,0
2216,66,substation,-1,-1,0
2217,66,substation,-1,-1,0
2218,66,substation,-1,-1,0
2219,66,substation,-1,-1,0
2220,230,substation,-1,-1,0
2221,66,substation,-1,-1,0
2222,66,substation,-1,-1,0
2223,66,substation,-1,-1,0
2224,66,substation,-1,-1,0
2225,66,substation,-1,-1,0
2226,66,substation,-1,-1,0
2227,66,substation,-1,-1,0
2228,66,substation,-1,-1,0
2229,66,substation,-1,-1,0
2230,115,substation,-1,-1,0
2231,115,substation,-1,-1,0
2232,66,substation,-1,-1,0
2233,66,substation,-1,-1,0
2234,66,substation,-1,-1,0
2235,230,substation,-1,-1,0
2236,230,substation,-1,-1,0
2237,66,substation,-1,-1,0
2238,66,substation,-1,-1,0
2239,66,substation,-1,-1,0
2240,66,substation,-1,-1,0
2241,66,substation,-1,-1,0
2242,66,substation,-1,-1,0
2243,66,substation,-1,-1,0
2244,66,substation,-1,-1,0
2245,230,substation,-1,-1,0
2246,66,substation,-1,-1,0
2247,66,substation,-1,-1,0
2248,115,substation,-1,-1,0
2249,66,substation,-1,-1,0
2250,230,substation,-1,-1,0
2251,115,substation,-1,-1,0
2252,66,substation,-1,-1,0
2253,66,substation,-1,-1,0
2254,115,substation,-1,-1,0
2255,66,substation,-1,-1,0
2256,230,substation,-1,-1,0
2257,66,substation,-1,-1,0
2258,66,substation,-1,-1,0
2259,66,substation,-1,-1,0
2260,66,substation,-1,-1,0
2261,230,substation,-1,-1,0
2262,66,substation,-1,-1,0
2263,66,substation,-1,-1,0
2264,500,substation,-1,-1,0
2265,66,substation,-1,-1,0
2266,66,substation,-1,-1,0
2267,66,substation,-1,-1,0
2268,66,substation,-1,-1,0
2269,66,substation,-1,-1,0
2270,66,substation,-1,-1,0
2271,66,substation,-1,-1,0
2272,66,substation,-1,-1,0
2273,66,substation,-1,-1,0
2274,66,substation,-1,-1,0
2275,66,substation,-1,-1,0
2276,66,substation,-1,-1,0
2277,66,substation,-1,-1,0
2278,66,substation,-1,-1,0
2279,66,substation,-1,-1,0
2280,66,substation,-1,-1,0
2281,66,substation,-1,-1,0
2282,66,substation,-1,-1,0
2283,66,substation,-1,-1,0
2284,66,substation,-1,-1,0
2285,115,substation,-1,-1,0
2286,66,substation,-1,-1,0
2287,66,substation,-1,-1,0
2288,230,substation,-1,-1,0
2289,115,substation,-1,-1,0
2290,66,substation,-1,-1,0
2291,66,substation,-1,-1,0
2292,66,substation,-1,-1,0
2293,66,substation,-1,-1,0
2294,230,substation,-1,-1,0
2295,66,substation,-1,-1,0
2296,66,substation,-1,-1,0
2297,66,substation,-1,-1,0
2298,66,substation,-1,-1,0
2299,66,substation,-1,-1,0
2300,115,substation,-1,-1,0
2301,66,substation,-1,-1,0
2302,66,substation,-1,-1,0
2303,66,substation,-1,-1,0
2304,66,substation,-1,-1,0
2305,66,substation,-1,-1,0
2306,115,substation,-1,-1,0
2307,66,substation,-1,-1,0
2308,66,substation,-1,-1,0
2309,66,substation,-1,-1,0
2310,66,substation,-1,-1,0
2311,66,substation,-1,-1,0
2312,66,substation,-1,-1,0
2313,66,substation,-1,-1,0
2314,500,substation,-1,-1,0
2315,66,substation,-1,-1,0
2316,66,substation,-1,-1,0
2317,115,substation,-1,-1,0
2318,66,substation,-1,-1,0
2319,66,substation,-1,-1,0
2320,66,substation,-1,-1,0
2321,66,substation,-1,-1,0
2322,66,substation,-1,-1,0
2323,115,substation,-1,-1,0
2324,115,substation,-1,-1,0
2325,115,substation,-1,-1,0
2326,66,substation,-1,-1,0
2327,115,substation,-1,-1,0
2328,66,substation,-1,-1,0
2329,66,substation,-1,-1,0
2330,66,substation,-1,-1,0
2331,66,substation,-1,-1,0
2332,115,substation,-1,-1,0
2333,66,substation,-1,-1,0
2334,66,substation,-1,-1,0
2335,66,substation,-1,-1,0
2336,66,substation,-1,-1,0
2337,66,substation,-1,-1,0
2338,66,substation,-1,-1,0
2339,66,substation,-1,-1,0
2340,66,substation,-1,-1,0
2341,66,substation,-1,-1,0
2342,66,substation,-1,-1,0
2343,66,substation,-1,-1,0
2344,66,substation,-1,-1,0
2345,66,substation,-1,-1,0
2346,66,substation,-1,-1,0
2347,66,substation,-1,-1,0
2348,66,substation,-1,-1,0
2349,66,substation,-1,-1,0
2350,66,substation,-1,-1,0
2351,66,substation,-1,-1,0
2352,66,substation,-1,-1,0
2353,66,substation,-1,-1,0
2354,66,substation,-1,-1,0
2355,115,substation,-1,-1,0
2356,66,substation,-1,-1,0
2357,66,substation,-1,-1,0
2358,66,substation,-1,-1,0
2359,66,substation,-1,-1,0
2360,66,substation,-1,-1,0
2361,115,substation,-1,-1,0
2362,66,substation,-1,-1,0
2363,66,substation,-1,-1,0
2364,66,substation,-1,-1,0
2365,66,substation,-1,-1,0
2366,66,substation,-1,-1,0
2367,66,substation,-1,-1,0
2368,66,substation,-1,-1,0
2369,66,substation,-1,-1,0
2370,66,substation,-1,-1,0
2371,66,substation,-1,-1,0
2372,66,substation,-1,-1,0
2373,66,substation,-1,-1,0
2374,66,substation,-1,-1,0
2375,66,substation,-1,-1,0
2376,66,substation,-1,-1,0
2377,66,substation,-1,-1,0
2378,66,substation,-1,-1,0
2379,500,substation,-1,-1,0
2380,66,substation,-1,-1,0
2381,66,substation,-1,-1,0
2382,66,substation,-1,-1,0
2383,66,substation,-1,-1,0
2384,66,substation,-1,-1,0
2385,66,substation,-1,-1,0
2386,66,substation,-1,-1,0
2387,66,substation,-1,-1,0
2388,66,substation,-1,-1,0
2389,66,substation,-1,-1,0
2390,66,substation,-1,-1,0
2391,66,substation,-1,-1,0
2392,66,substation,-1,-1,0
2393,66,substation,-1,-1,0
2394,66,substation,-1,-1,0
2395,66,substation,-1,-1,0
2396,66,substation,-1,-1,0
2397,66,substation,-1,-1,0
2398,66,substation,-1,-1,0
2399,230,substation,-1,-1,0
2400,230,substation,-1,-1,0
2401,66,substation,-1,-1,0
2402,115,substation,-1,-1,0
2403,115,substation,-1,-1,0
2404,66,substation,-1,-1,0
2405,230,substation,-1,-1,0
2406,115,substation,-1,-1,0
2407,115,substation,-1,-1,0
2408,115,substation,-1,-1,0
2409,66,substation,-1,-1,0
2410,115,substation,-1,-1,0
2411,115,substation,-1,-1,0
2412,115,substation,-1,-1,0
2413,66,substation,-1,-1,0
2414,66,substation,-1,-1,0
2415,66,substation,-1,-1,0
2416,66,substation,-1,-1,0
2417,66,substation,-1,-1,0
2418,66,substation,-1,-1,0
2419,66,substation,-1,-1,0
2420,66,substation,-1,-1,0
2421,66,substation,-1,-1,0
2422,66,substation,-1,-1,0
2423,66,substation,-1,-1,0
2424,66,substation,-1,-1,0
2425,66,substation,-1,-1,0
2426,66,substation,-1,-1,0
2427,66,substation,-1,-1,0
2428,66,substation,-1,-1,0
2429,66,substation,-1,-1,0
2430,66,substation,-1,-1,0
2431,66,substation,-1,-1,0
2432,66,substation,-1,-1,0
2433,66,substation,-1,-1,0
2434,66,substation,-1,-1,0
2435,66,substation,-1,-1,0
2436,66,substation,-1,-1,0
2437,66,substation,-1,-1,0
2438,66,substation,-1,-1,0
2439,66,substation,-1,-1,0
2440,66,substation,-1,-1,0
2441,66,substation,-1,-1,0
2442,66,substation,-1,-1,0
2443,66,substation,-1,-1,0
2444,66,substation,-1,-1,0
2445,66,substation,-1,-1,0
2446,66,substation,-1,-1,0
2447,66,substation,-1,-1,0
2448,66,substation,-1,-1,0
2449,66,substation,-1,-1,0
2450,66,substation,-1,-1,0
2451,66,substation,-1,-1,0
2452,66,substation,-1,-1,0
2453,66,substation,-1,-1,0
2454,66,substation,-1,-1,0
2455,66,substation,-1,-1,0
2456,66,substation,-1,-1,0
2457,66,substation,-1,-1,0
2458,66,substation,-1,-1,0
2459,230,substation,-1,-1,0
2460,66,substation,-1,-1,0
2461,66,substation,-1,-1,0
2462,66,substation,-1,-1,0
2463,66,substation,-1,-1,0
2464,66,substation,-1,-1,0
2465,66,substation,-1,-1,0
2466,66,substation,-1,-1,0
2467,66,substation,-1,-1,0
2468,66,substation,-1,-1,0
2469,66,substation,-1,-1,0
2470,66,substation,-1,-1,0
2471,66,substation,-1,-1,0
2472,66,substation,-1,-1,0
2473,66,substation,-1,-1,0
2474,66,substation,-1,-1,0
2475,66,substation,-1,-1,0
2476,66,substation,-1,-1,0
2477,66,substation,-1,-1,0
2478,115,substation,-1,-1,0
2479,115,substation,-1,-1,0
2480,115,substation,-1,-1,0
2481,115,substation,-1,-1,0
2482,115,substation,-1,-1,0
2483,115,substation,-1,-1,0
2484,115,substation,-1,-1,0
2485,115,substation,-1,-1,0
2486,115,substation,-1,-1,0
2487,115,substation,-1,-1,0
2488,115,substation,-1,-1,0
2489,115,substation,-1,-1,0
2490,115,substation,-1,-1,0
2491,115,substation,-1,-1,0
2492,115,substation,-1,-1,0
2493,115,substation,-1,-1,0
2494,115,substation,-1,-1,0
2495,115,substation,-1,-1,0
2496,115,substation,-1,-1,0
2497,115,substation,-1,-1,0
2498,115,substation,-1,-1,0
2499,66,substation,-1,-1,0
2500,115,substation,-1,-1,0
2501,115,substation,-1,-1,0
2502,115,substation,-1,-1,0
2503,115,substation,-1,-1,0
2504,115,substation,-1,-1,0
2505,230,substation,-1,-1,0
2506,115,substation,-1,-1,0
2507,115,substation,-1,-1,0
2508,115,substation,-1,-1,0
2509,115,substation,-1,-1,0
2510,115,substation,-1,-1,0
2511,115,substation,-1,-1,0
2512,115,substation,-1,-1,0
2513,115,substation,-1,-1,0
2514,115,substation,-1,-1,0
2515,115,substation,-1,-1,0
2516,115,substation,-1,-1,0
2517,115,substation,-1,-1,0
2518,115,substation,-1,-1,0
2519,115,substation,-1,-1,0
2520,115,substation,-1,-1,0
2521,115,substation,-1,-1,0
2522,115,substation,-1,-1,0
2523,115,substation,-1,-1,0
2524,115,substation,-1,-1,0
2525,115,substation,-1,-1,0
2526,115,substation,-1,-1,0
2527,115,substation,-1,-1,0
2528,115,substation,-1,-1,0
2529,115,substation,-1,-1,0
2530,115,substation,-1,-1,0
2531,115,substation,-1,-1,0
2532,115,substation,-1,-1,0
2533,115,substation,-1,-1,0
2534,115,substation,-1,-1,0
2535,115,substation,-1,-1,0
2536,115,substation,-1,-1,0
2537,115,substation,-1,-1,0
2538,115,substation,-1,-1,0
2539,115,substation,-1,-1,0
2540,66,substation,-1,-1,0
2541,115,substation,-1,-1,0
2542,115,substation,-1,-1,0
2543,115,substation,-1,-1,0
2544,115,substation,-1,-1,0
2545,115,substation,-1,-1,0
2546,115,substation,-1,-1,0
2547,66,substation,-1,-1,0
2548,66,substation,-1,-1,0
2549,66,substation,-1,-1,0
2550,66,substation,-1,-1,0
2551,66,substation,-1,-1,0
2552,66,substation,-1,-1,0
2553,66,substation,-1,-1,0
2554,66,substation,-1,-1,0
2555,115,substation,-1,-1,0
2556,115,substation,-1,-1,0
2557,66,substation,-1,-1,0
2558,66,substation,-1,-1,0
2559,66,substation,-1,-1,0
2560,115,substation,-1,-1,0
2561,66,substation,-1,-1,0
2562,66,substation,-1,-1,0
2563,66,substation,-1,-1,0
2564,66,substation,-1,-1,0
2565,66,substation,-1,-1,0
2566,66,substation,-1,-1,0
2567,115,substation,-1,-1,0
2568,66,substation,-1,-1,0
2569,66,substation,-1,-1,0
2570,66,substation,-1,-1,0
2571,66,substation,-1,-1,0
2572,66,substation,-1,-1,0
2573,66,substation,-1,-1,0
2574,66,substation,-1,-1,0
2575,115,substation,-1,-1,0
2576,115,substation,-1,-1,0
2577,115,substation,-1,-1,0
2578,115,substation,-1,-1,0
2579,66,substation,-1,-1,0
2580,66,substation,-1,-1,0
2581,115,substation,-1,-1,0
2582,66,substation,-1,-1,0
2583,66,substation,-1,-1,0
2584,66,substation,-1,-1,0
2585,66,substation,-1,-1,0
2586,66,substation,-1,-1,0
2587,66,substation,-1,-1,0
2588,115,substation,-1,-1,0
2589,115,substation,-1,-1,0
2590,115,substation,-1,-1,0
2591,115,substation,-1,-1,0
2592,115,substation,-1,-1,0
2593,115,substation,-1,-1,0
2594,115,substation,-1,-1,0
2595,66,substation,-1,-1,0
2596,115,substation,-1,-1,0
2597,115,substation,-1,-1,0
2598,115,substation,-1,-1,0
2599,115,substation,-1,-1,0
2600,115,substation,-1,-1,0
2601,115,substation,-1,-1,0
2602,115,substation,-1,-1,0
2603,115,substation,-1,-1,0
2604,115,substation,-1,-1,0
2605,115,substation,-1,-1,0
2606,115,substation,-1,-1,0
2607,66,substation,-1,-1,0
2608,66,substation,-1,-1,0
2609,66,substation,-1,-1,0
2610,66,substation,-1,-1,0
2611,115,substation,-1,-1,0
2612,115,substation,-1,-1,0
2613,115,substation,-1,-1,0
2614,66,substation,-1,-1,0
2615,66,substation,-1,-1,0
2616,115,substation,-1,-1,0
2617,66,substation,-1,-1,0
2618,115,substation,-1,-1,0
2619,115,substation,-1,-1,0
2620,115,substation,-1,-1,0
2621,66,substation,-1,-1,0
2622,230,substation,-1,-1,0
2623,230,substation,-1,-1,0
2624,230,substation,-1,-1,0
2625,115,substation,-1,-1,0
2626,500,substation,-1,-1,0
2627,230,substation,-1,-1,0
2628,230,substation,-1,-1,0
2629,230,substation,-1,-1,0
2630,230,substation,-1,-1,0
2631,230,substation,-1,-1,0
2632,230,substation,-1,-1,0
2633,230,substation,-1,-1,0
2634,230,substation,-1,-1,0
2635,230,substation,-1,-1,0
2636,230,substation,-1,-1,0
2637,230,substation,-1,-1,0
2638,230,substation,-1,-1,0
2639,230,substation,-1,-1,0
2640,230,substation,-1,-1,0
2641,230,substation,-1,-1,0
2642,230,substation,-1,-1,0
2643,230,substation,-1,-1,0
2644,230,substation,-1,-1,0
2645,230,substation,-1,-1,0
2646,230,substation,-1,-1,0
2647,230,substation,-1,-1,0
2648,230,substation,-1,-1,0
2649,230,substation,-1,-1,0
2650,115,substation,-1,-1,0
2651,115,substation,-1,-1,0
2652,230,substation,-1,-1,0
2653,230,substation,-1,-1,0
2654,230,substation,-1,-1,0
2655,230,substation,-1,-1,0
2656,230,substation,-1,-1,0
2657,230,substation,-1,-1,0
2658,230,substation,-1,-1,0
2659,230,substation,-1,-1,0
2660,230,substation,-1,-1,0
2661,230,substation,-1,-1,0
2662,230,substation,-1,-1,0
2663,230,substation,-1,-1,0
2664,115,substation,-1,-1,0
2665,115,substation,-1,-1,0
2666,115,substation,-1,-1,0
2667,500,substation,-1,-1,0
2668,230,substation,-1,-1,0
2669,230,substation,-1,-1,0
2670,66,substation,-1,-1,0
2671,66,substation,-1,-1,0
2672,66,substation,-1,-1,0
2673,66,substation,-1,-1,0
2674,66,substation,-1,-1,0
2675,66,substation,-1,-1,0
2676,66,substation,-1,-1,0
2677,66,substation,-1,-1,0
2678,66,substation,-1,-1,0
2679,66,substation,-1,-1,0
2680,115,substation,-1,-1,0
2681,66,substation,-1,-1,0
2682,66,substation,-1,-1,0
2683,66,substation,-1,-1,0
2684,66,substation,-1,-1,0
2685,66,substation,-1,-1,0
2686,66,substation,-1,-1,0
2687,66,substation,-1,-1,0
2688,66,substation,-1,-1,0
2689,66,substation,-1,-1,0
2690,66,substation,-1,-1,0
2691,66,substation,-1,-1,0
2692,66,substation,-1,-1,0
2693,66,substation,-1,-1,0
2694,66,substation,-1,-1,0
2695,66,substation,-1,-1,0
2696,66,substation,-1,-1,0
2697,66,substation,-1,-1,0
2698,66,substation,-1,-1,0
2699,66,substation,-1,-1,0
2700,66,substation,-1,-1,0
2701,66,substation,-1,-1,0
2702,66,substation,-1,-1,0
2703,66,substation,-1,-1,0
2704,66,substation,-1,-1,0
2705,66,substation,-1,-1,0
2706,66,substation,-1,-1,0
2707,66,substation,-1,-1,0
2708,66,substation,-1,-1,0
2709,66,substation,-1,-1,0
2710,66,substation,-1,-1,0
2711,66,substation,-1,-1,0
2712,66,substation,-1,-1,0
2713,66,substation,-1,-1,0
2714,66,substation,-1,-1,0
2715,66,substation,-1,-1,0
2716,66,substation,-1,-1,0
2717,66,substation,-1,-1,0
2718,66,substation,-1,-1,0
2719,66,substation,-1,-1,0
2720,66,substation,-1,-1,0
2721,66,substation,-1,-1,0
2722,66,substation,-1,-1,0
2723,66,substation,-1,-1,0
2724,66,substation,-1,-1,0
2725,66,substation,-1,-1,0
2726,66,substation,-1,-1,0
2727,66,substation,-1,-1,0
2728,115,substation,-1,-1,0
2729,66,substation,-1,-1,0
2730,66,substation,-1,-1,0
2731,115,substation,-1,-1,0
2732,115,substation,-1,-1,0
2733,230,substation,-1,-1,0
2734,66,substation,-1,-1,0
2735,66,substation,-1,-1,0
2736,115,substation,-1,-1,0
2737,115,substation,-1,-1,0
2738,115,substation,-1,-1,0
2739,66,substation,-1,-1,0
2740,66,substation,-1,-1,0
2741,66,substation,-1,-1,0
2742,66,substation,-1,-1,0
2743,66,substation,-1,-1,0
2744,66,substation,-1,-1,0
2745,66,substation,-1,-1,0
2746,66,substation,-1,-1,0
2747,66,substation,-1,-1,0
2748,66,substation,-1,-1,0
2749,66,substation,-1,-1,0
2750,115,substation,-1,-1,0
2751,66,substation,-1,-1,0
2752,66,substation,-1,-1,0
2753,66,substation,-1,-1,0
2754,66,substation,-1,-1,0
2755,66,substation,-1,-1,0
2756,115,substation,-1,-1,0
2757,115,substation,-1,-1,0
2758,230,substation,-1,-1,0
2759,230,substation,-1,-1,0
2760,115,substation,-1,-1,0
2761,66,substation,-1,-1,0
