gen_name,sc_name,tp_name,capacity_factor
1354,sc1,1,1
1355,sc1,1,1
1356,sc1,1,1
1357,sc1,1,1
1358,sc1,1,1
1359,sc1,1,1
1360,sc1,1,1
1361,sc1,1,1
1362,sc1,1,1
1363,sc1,1,1
1364,sc1,1,1
1365,sc1,1,1
1366,sc1,1,1
1367,sc1,1,1
1368,sc1,1,1
1369,sc1,1,1
1370,sc1,1,1
1371,sc1,1,1
1372,sc1,1,1
1373,sc1,1,1
1374,sc1,1,1
1375,sc1,1,1
1376,sc1,1,1
1377,sc1,1,1
1378,sc1,1,1
1379,sc1,1,1
1380,sc1,1,1
1381,sc1,1,1
1382,sc1,1,1
1383,sc1,1,1
1384,sc1,1,1
1385,sc1,1,1
1386,sc1,1,1
1387,sc1,1,1
1388,sc1,1,1
1389,sc1,1,1
1390,sc1,1,1
1391,sc1,1,1
1392,sc1,1,1
1393,sc1,1,1
1394,sc1,1,1
1395,sc1,1,1
1396,sc1,1,1
1397,sc1,1,1
1398,sc1,1,1
1399,sc1,1,1
1400,sc1,1,1
1401,sc1,1,1
1402,sc1,1,1
1403,sc1,1,1
1404,sc1,1,1
1405,sc1,1,1
1406,sc1,1,1
1407,sc1,1,1
1408,sc1,1,1
1409,sc1,1,1
1410,sc1,1,1
1411,sc1,1,1
1412,sc1,1,1
1413,sc1,1,1
1414,sc1,1,1
1415,sc1,1,1
1416,sc1,1,1
1417,sc1,1,1
1418,sc1,1,1
1419,sc1,1,1
1420,sc1,1,1
1421,sc1,1,1
1422,sc1,1,1
1423,sc1,1,1
1424,sc1,1,1
1425,sc1,1,1
1426,sc1,1,1
1427,sc1,1,1
1428,sc1,1,1
1429,sc1,1,1
1430,sc1,1,1
1431,sc1,1,1
1432,sc1,1,1
1433,sc1,1,1
1434,sc1,1,1
1435,sc1,1,1
1436,sc1,1,1
1437,sc1,1,1
1438,sc1,1,1
1439,sc1,1,1
1440,sc1,1,1
1441,sc1,1,1
1442,sc1,1,1
1443,sc1,1,1
1444,sc1,1,1
1445,sc1,1,1
1446,sc1,1,1
1447,sc1,1,1
1448,sc1,1,1
1449,sc1,1,1
1450,sc1,1,1
1451,sc1,1,1
1452,sc1,1,1
1453,sc1,1,1
1454,sc1,1,1
1455,sc1,1,1
1456,sc1,1,1
1457,sc1,1,1
1458,sc1,1,1
1459,sc1,1,1
1460,sc1,1,1
1461,sc1,1,1
1462,sc1,1,1
1463,sc1,1,1
1464,sc1,1,1
1465,sc1,1,1
1466,sc1,1,1
1467,sc1,1,1
1468,sc1,1,1
1469,sc1,1,1
1470,sc1,1,1
1471,sc1,1,1
1472,sc1,1,1
1473,sc1,1,1
1474,sc1,1,1
1475,sc1,1,1
1476,sc1,1,1
1477,sc1,1,1
1478,sc1,1,1
1479,sc1,1,1
1480,sc1,1,1
1481,sc1,1,1
1482,sc1,1,1
1483,sc1,1,1
1484,sc1,1,1
1485,sc1,1,1
1486,sc1,1,1
1487,sc1,1,1
1488,sc1,1,1
1489,sc1,1,1
1490,sc1,1,1
1491,sc1,1,1
1492,sc1,1,1
1493,sc1,1,1
1494,sc1,1,1
1495,sc1,1,1
1496,sc1,1,1
1497,sc1,1,1
1498,sc1,1,1
1499,sc1,1,1
1500,sc1,1,1
1501,sc1,1,1
1502,sc1,1,1
1503,sc1,1,1
1504,sc1,1,1
1505,sc1,1,1
1506,sc1,1,1
1507,sc1,1,1
1508,sc1,1,1
1509,sc1,1,1
1510,sc1,1,1
1511,sc1,1,1
1512,sc1,1,1
1513,sc1,1,1
1514,sc1,1,1
1515,sc1,1,1
1516,sc1,1,1
1517,sc1,1,1
1518,sc1,1,1
1519,sc1,1,1
1520,sc1,1,1
1521,sc1,1,1
1522,sc1,1,1
1523,sc1,1,1
1524,sc1,1,1
1525,sc1,1,1
1526,sc1,1,1
1527,sc1,1,1
1528,sc1,1,1
1529,sc1,1,1
1530,sc1,1,1
1531,sc1,1,1
1532,sc1,1,1
1533,sc1,1,1
1534,sc1,1,1
1535,sc1,1,1
1536,sc1,1,1
1537,sc1,1,1
1538,sc1,1,1
1539,sc1,1,1
1540,sc1,1,1
1541,sc1,1,1
1542,sc1,1,1
1543,sc1,1,1
1544,sc1,1,1
1545,sc1,1,1
1546,sc1,1,1
1547,sc1,1,1
1548,sc1,1,1
1549,sc1,1,1
1550,sc1,1,1
1551,sc1,1,1
1552,sc1,1,1
1553,sc1,1,1
1554,sc1,1,1
1555,sc1,1,1
1556,sc1,1,1
1557,sc1,1,1
1558,sc1,1,1
1559,sc1,1,1
1560,sc1,1,1
1561,sc1,1,1
1562,sc1,1,1
1563,sc1,1,1
1564,sc1,1,1
1565,sc1,1,1
1566,sc1,1,1
1567,sc1,1,1
1568,sc1,1,1
1569,sc1,1,1
1570,sc1,1,1
1571,sc1,1,1
1572,sc1,1,1
1573,sc1,1,1
1574,sc1,1,1
1575,sc1,1,1
1576,sc1,1,1
1577,sc1,1,1
1578,sc1,1,1
1579,sc1,1,1
1580,sc1,1,1
1581,sc1,1,1
1582,sc1,1,1
1583,sc1,1,1
1584,sc1,1,1
1585,sc1,1,1
1586,sc1,1,1
1587,sc1,1,1
1588,sc1,1,1
1589,sc1,1,1
1590,sc1,1,1
1591,sc1,1,1
1592,sc1,1,1
1593,sc1,1,1
1594,sc1,1,1
1595,sc1,1,1
1596,sc1,1,1
1597,sc1,1,1
1598,sc1,1,1
1599,sc1,1,1
1600,sc1,1,1
1601,sc1,1,1
1602,sc1,1,1
1603,sc1,1,1
1604,sc1,1,1
1605,sc1,1,1
1606,sc1,1,1
1607,sc1,1,1
1608,sc1,1,1
1609,sc1,1,1
1610,sc1,1,1
1611,sc1,1,1
1612,sc1,1,1
1613,sc1,1,1
1614,sc1,1,1
1615,sc1,1,1
1616,sc1,1,1
1617,sc1,1,1
1618,sc1,1,1
1619,sc1,1,1
1620,sc1,1,1
1621,sc1,1,1
1622,sc1,1,1
1623,sc1,1,1
1624,sc1,1,1
1625,sc1,1,1
1626,sc1,1,1
1627,sc1,1,1
1628,sc1,1,1
1629,sc1,1,1
1630,sc1,1,1
1631,sc1,1,1
1632,sc1,1,1
1633,sc1,1,1
1634,sc1,1,1
1635,sc1,1,1
1636,sc1,1,1
1637,sc1,1,1
1638,sc1,1,1
1639,sc1,1,1
1640,sc1,1,1
1641,sc1,1,1
1642,sc1,1,1
1643,sc1,1,1
1644,sc1,1,1
1645,sc1,1,1
1646,sc1,1,1
1647,sc1,1,1
1648,sc1,1,1
1649,sc1,1,1
1650,sc1,1,1
1651,sc1,1,1
1652,sc1,1,1
1653,sc1,1,1
1654,sc1,1,1
1655,sc1,1,1
1656,sc1,1,1
1657,sc1,1,1
1658,sc1,1,1
1659,sc1,1,1
1660,sc1,1,1
1661,sc1,1,1
1662,sc1,1,1
1663,sc1,1,1
1664,sc1,1,1
1665,sc1,1,1
1666,sc1,1,1
1667,sc1,1,1
1668,sc1,1,1
1669,sc1,1,1
1670,sc1,1,1
1671,sc1,1,1
1672,sc1,1,1
1673,sc1,1,1
1674,sc1,1,1
1675,sc1,1,1
1676,sc1,1,1
1677,sc1,1,1
1678,sc1,1,1
1679,sc1,1,1
1680,sc1,1,1
1681,sc1,1,1
1682,sc1,1,1
1683,sc1,1,1
1684,sc1,1,1
1685,sc1,1,1
1686,sc1,1,1
1687,sc1,1,1
1688,sc1,1,1
1689,sc1,1,1
1690,sc1,1,1
1691,sc1,1,1
1692,sc1,1,1
1693,sc1,1,1
1694,sc1,1,1
1695,sc1,1,1
1696,sc1,1,1
1697,sc1,1,1
1698,sc1,1,1
1699,sc1,1,1
1700,sc1,1,1
1701,sc1,1,1
1702,sc1,1,1
1703,sc1,1,1
1704,sc1,1,1
1705,sc1,1,1
1706,sc1,1,1
1707,sc1,1,1
1708,sc1,1,1
1709,sc1,1,1
1710,sc1,1,1
1711,sc1,1,1
1712,sc1,1,1
1713,sc1,1,1
1714,sc1,1,1
1715,sc1,1,1
1716,sc1,1,1
1717,sc1,1,1
1718,sc1,1,1
1719,sc1,1,1
1720,sc1,1,1
1721,sc1,1,1
1722,sc1,1,1
1723,sc1,1,1
1724,sc1,1,1
1725,sc1,1,1
1726,sc1,1,1
1727,sc1,1,1
1728,sc1,1,1
1729,sc1,1,1
1730,sc1,1,1
1731,sc1,1,1
1732,sc1,1,1
1733,sc1,1,1
1734,sc1,1,1
1735,sc1,1,1
1736,sc1,1,1
1737,sc1,1,1
1738,sc1,1,1
1739,sc1,1,1
1740,sc1,1,1
1741,sc1,1,1
1742,sc1,1,1
1743,sc1,1,1
1744,sc1,1,1
1745,sc1,1,1
1746,sc1,1,1
1747,sc1,1,1
1748,sc1,1,1
1749,sc1,1,1
1750,sc1,1,1
1751,sc1,1,1
1752,sc1,1,1
1753,sc1,1,1
1754,sc1,1,1
1755,sc1,1,1
1756,sc1,1,1
1757,sc1,1,1
1758,sc1,1,1
1759,sc1,1,1
1760,sc1,1,1
1761,sc1,1,1
1762,sc1,1,1
1763,sc1,1,1
1764,sc1,1,1
1765,sc1,1,1
1766,sc1,1,1
1767,sc1,1,1
1768,sc1,1,1
1769,sc1,1,1
1770,sc1,1,1
1771,sc1,1,1
1772,sc1,1,1
1773,sc1,1,1
1774,sc1,1,1
1775,sc1,1,1
1776,sc1,1,1
1777,sc1,1,1
1778,sc1,1,1
1779,sc1,1,1
1780,sc1,1,1
1781,sc1,1,1
1782,sc1,1,1
1783,sc1,1,1
1784,sc1,1,1
1785,sc1,1,1
1786,sc1,1,1
1787,sc1,1,1
1788,sc1,1,1
1789,sc1,1,1
1790,sc1,1,1
1791,sc1,1,1
1792,sc1,1,1
1793,sc1,1,1
1794,sc1,1,1
1795,sc1,1,1
1796,sc1,1,1
1797,sc1,1,1
1798,sc1,1,1
1799,sc1,1,1
1800,sc1,1,1
1801,sc1,1,1
1802,sc1,1,1
1803,sc1,1,1
1804,sc1,1,1
1805,sc1,1,1
1806,sc1,1,1
1807,sc1,1,1
1808,sc1,1,1
1809,sc1,1,1
1810,sc1,1,1
1811,sc1,1,1
1812,sc1,1,1
1813,sc1,1,1
1814,sc1,1,1
1815,sc1,1,1
1816,sc1,1,1
1817,sc1,1,1
1818,sc1,1,1
1819,sc1,1,1
1820,sc1,1,1
1821,sc1,1,1
1822,sc1,1,1
1823,sc1,1,1
1824,sc1,1,1
1825,sc1,1,1
1826,sc1,1,1
1827,sc1,1,1
1828,sc1,1,1
1829,sc1,1,1
1830,sc1,1,1
1831,sc1,1,1
1832,sc1,1,1
1833,sc1,1,1
1834,sc1,1,1
1835,sc1,1,1
1836,sc1,1,1
1837,sc1,1,1
1838,sc1,1,1
1839,sc1,1,1
1840,sc1,1,1
1841,sc1,1,1
1842,sc1,1,1
1843,sc1,1,1
1844,sc1,1,1
1845,sc1,1,1
1846,sc1,1,1
1847,sc1,1,1
1848,sc1,1,1
1849,sc1,1,1
1850,sc1,1,1
1851,sc1,1,1
1852,sc1,1,1
1853,sc1,1,1
1854,sc1,1,1
1855,sc1,1,1
1856,sc1,1,1
1857,sc1,1,1
1858,sc1,1,1
1859,sc1,1,1
1860,sc1,1,1
1861,sc1,1,1
1862,sc1,1,1
1863,sc1,1,1
1864,sc1,1,1
1865,sc1,1,1
1866,sc1,1,1
1867,sc1,1,1
1868,sc1,1,1
1869,sc1,1,1
1870,sc1,1,1
1871,sc1,1,1
1872,sc1,1,1
1873,sc1,1,1
1874,sc1,1,1
1875,sc1,1,1
1876,sc1,1,1
1877,sc1,1,1
1878,sc1,1,1
1879,sc1,1,1
1880,sc1,1,1
1881,sc1,1,1
1882,sc1,1,1
1883,sc1,1,1
1884,sc1,1,1
1885,sc1,1,1
1886,sc1,1,1
1887,sc1,1,1
1888,sc1,1,1
1889,sc1,1,1
1890,sc1,1,1
1891,sc1,1,1
1892,sc1,1,1
1893,sc1,1,1
1894,sc1,1,1
1895,sc1,1,1
1896,sc1,1,1
1897,sc1,1,1
1898,sc1,1,1
1899,sc1,1,1
1900,sc1,1,1
1901,sc1,1,1
1902,sc1,1,1
1903,sc1,1,1
1904,sc1,1,1
1905,sc1,1,1
1906,sc1,1,1
1907,sc1,1,1
1908,sc1,1,1
1909,sc1,1,1
1910,sc1,1,1
1911,sc1,1,1
1912,sc1,1,1
1913,sc1,1,1
1914,sc1,1,1
1915,sc1,1,1
1916,sc1,1,1
1917,sc1,1,1
1918,sc1,1,1
1919,sc1,1,1
1920,sc1,1,1
1921,sc1,1,1
1922,sc1,1,1
1923,sc1,1,1
1924,sc1,1,1
1925,sc1,1,1
1926,sc1,1,1
1927,sc1,1,1
1928,sc1,1,1
1929,sc1,1,1
1930,sc1,1,1
1931,sc1,1,1
1932,sc1,1,1
1933,sc1,1,1
1934,sc1,1,1
1935,sc1,1,1
1936,sc1,1,1
1937,sc1,1,1
1938,sc1,1,1
1939,sc1,1,1
1940,sc1,1,1
1941,sc1,1,1
1942,sc1,1,1
1943,sc1,1,1
1944,sc1,1,1
1945,sc1,1,1
1946,sc1,1,1
1947,sc1,1,1
1948,sc1,1,1
1949,sc1,1,1
1950,sc1,1,1
1951,sc1,1,1
1952,sc1,1,1
1953,sc1,1,1
1954,sc1,1,1
1955,sc1,1,1
1956,sc1,1,1
1957,sc1,1,1
1958,sc1,1,1
1959,sc1,1,1
1960,sc1,1,1
1961,sc1,1,1
1962,sc1,1,1
1963,sc1,1,1
1964,sc1,1,1
1965,sc1,1,1
1966,sc1,1,1
1967,sc1,1,1
1968,sc1,1,1
1969,sc1,1,1
1970,sc1,1,1
1971,sc1,1,1
1972,sc1,1,1
1973,sc1,1,1
1974,sc1,1,1
1975,sc1,1,1
1976,sc1,1,1
1977,sc1,1,1
1978,sc1,1,1
1979,sc1,1,1
1980,sc1,1,1
1981,sc1,1,1
1982,sc1,1,1
1983,sc1,1,1
1984,sc1,1,1
1985,sc1,1,1
1986,sc1,1,1
1987,sc1,1,1
1988,sc1,1,1
1989,sc1,1,1
1990,sc1,1,1
1991,sc1,1,1
1992,sc1,1,1
1993,sc1,1,1
1994,sc1,1,1
1995,sc1,1,1
1996,sc1,1,1
1997,sc1,1,1
1998,sc1,1,1
1999,sc1,1,1
2000,sc1,1,1
2001,sc1,1,1
2002,sc1,1,1
2003,sc1,1,1
2004,sc1,1,1
2005,sc1,1,1
2006,sc1,1,1
2007,sc1,1,1
2008,sc1,1,1
2009,sc1,1,1
2010,sc1,1,1
2011,sc1,1,1
2012,sc1,1,1
2013,sc1,1,1
2014,sc1,1,1
2015,sc1,1,1
2016,sc1,1,1
2017,sc1,1,1
2018,sc1,1,1
2019,sc1,1,1
2020,sc1,1,1
2021,sc1,1,1
2022,sc1,1,1
2023,sc1,1,1
2024,sc1,1,1
2025,sc1,1,1
2026,sc1,1,1
2027,sc1,1,1
2028,sc1,1,1
2029,sc1,1,1
2030,sc1,1,1
2031,sc1,1,1
2032,sc1,1,1
2033,sc1,1,1
2034,sc1,1,1
2035,sc1,1,1
2036,sc1,1,1
2037,sc1,1,1
2038,sc1,1,1
2039,sc1,1,1
2040,sc1,1,1
2041,sc1,1,1
2042,sc1,1,1
2043,sc1,1,1
2044,sc1,1,1
2045,sc1,1,1
2046,sc1,1,1
2047,sc1,1,1
2048,sc1,1,1
2049,sc1,1,1
2050,sc1,1,1
2051,sc1,1,1
2052,sc1,1,1
2053,sc1,1,1
2054,sc1,1,1
2055,sc1,1,1
2056,sc1,1,1
2057,sc1,1,1
2058,sc1,1,1
2059,sc1,1,1
2060,sc1,1,1
2061,sc1,1,1
2062,sc1,1,1
2063,sc1,1,1
2064,sc1,1,1
2065,sc1,1,1
2066,sc1,1,1
2067,sc1,1,1
2068,sc1,1,1
2069,sc1,1,1
2070,sc1,1,1
2071,sc1,1,1
2072,sc1,1,1
2073,sc1,1,1
2074,sc1,1,1
2075,sc1,1,1
2076,sc1,1,1
2077,sc1,1,1
2078,sc1,1,1
2079,sc1,1,1
2080,sc1,1,1
2081,sc1,1,1
2082,sc1,1,1
2083,sc1,1,1
2084,sc1,1,1
2085,sc1,1,1
2086,sc1,1,1
2087,sc1,1,1
2088,sc1,1,1
2089,sc1,1,1
2090,sc1,1,1
2091,sc1,1,1
2092,sc1,1,1
2093,sc1,1,1
2094,sc1,1,1
2095,sc1,1,1
2096,sc1,1,1
2097,sc1,1,1
2098,sc1,1,1
2099,sc1,1,1
2100,sc1,1,1
2101,sc1,1,1
2102,sc1,1,1
2103,sc1,1,1
2104,sc1,1,1
2105,sc1,1,1
2106,sc1,1,1
2107,sc1,1,1
2108,sc1,1,1
2109,sc1,1,1
2110,sc1,1,1
2111,sc1,1,1
2112,sc1,1,1
2113,sc1,1,1
2114,sc1,1,1
2115,sc1,1,1
2116,sc1,1,1
2117,sc1,1,1
2118,sc1,1,1
2119,sc1,1,1
2120,sc1,1,1
2121,sc1,1,1
2122,sc1,1,1
2123,sc1,1,1
2124,sc1,1,1
2125,sc1,1,1
2126,sc1,1,1
2127,sc1,1,1
2128,sc1,1,1
2129,sc1,1,1
2130,sc1,1,1
2131,sc1,1,1
2132,sc1,1,1
2133,sc1,1,1
2134,sc1,1,1
2135,sc1,1,1
2136,sc1,1,1
2137,sc1,1,1
2138,sc1,1,1
2139,sc1,1,1
2140,sc1,1,1
2141,sc1,1,1
2142,sc1,1,1
2143,sc1,1,1
2144,sc1,1,1
2145,sc1,1,1
2146,sc1,1,1
2147,sc1,1,1
2148,sc1,1,1
2149,sc1,1,1
2150,sc1,1,1
2151,sc1,1,1
2152,sc1,1,1
2153,sc1,1,1
2154,sc1,1,1
2155,sc1,1,1
2156,sc1,1,1
2157,sc1,1,1
2158,sc1,1,1
2159,sc1,1,1
2160,sc1,1,1
2161,sc1,1,1
2162,sc1,1,1
2163,sc1,1,1
2164,sc1,1,1
2165,sc1,1,1
2166,sc1,1,1
2167,sc1,1,1
2168,sc1,1,1
2169,sc1,1,1
2170,sc1,1,1
2171,sc1,1,1
2172,sc1,1,1
2173,sc1,1,1
2174,sc1,1,1
2175,sc1,1,1
2176,sc1,1,1
2177,sc1,1,1
2178,sc1,1,1
2179,sc1,1,1
2180,sc1,1,1
2181,sc1,1,1
2182,sc1,1,1
2183,sc1,1,1
2184,sc1,1,1
2185,sc1,1,1
2186,sc1,1,1
2187,sc1,1,1
2188,sc1,1,1
2189,sc1,1,1
2190,sc1,1,1
2191,sc1,1,1
2192,sc1,1,1
2193,sc1,1,1
2194,sc1,1,1
2195,sc1,1,1
2196,sc1,1,1
2197,sc1,1,1
2198,sc1,1,1
2199,sc1,1,1
2200,sc1,1,1
2201,sc1,1,1
2202,sc1,1,1
2203,sc1,1,1
2204,sc1,1,1
2205,sc1,1,1
2206,sc1,1,1
2207,sc1,1,1
2208,sc1,1,1
2209,sc1,1,1
2210,sc1,1,1
2211,sc1,1,1
2212,sc1,1,1
2213,sc1,1,1
2214,sc1,1,1
2215,sc1,1,1
2216,sc1,1,1
2217,sc1,1,1
2218,sc1,1,1
2219,sc1,1,1
2220,sc1,1,1
2221,sc1,1,1
2222,sc1,1,1
2223,sc1,1,1
2224,sc1,1,1
2225,sc1,1,1
2226,sc1,1,1
2227,sc1,1,1
2228,sc1,1,1
2229,sc1,1,1
2230,sc1,1,1
2231,sc1,1,1
2232,sc1,1,1
2233,sc1,1,1
2234,sc1,1,1
2235,sc1,1,1
2236,sc1,1,1
2237,sc1,1,1
2238,sc1,1,1
2239,sc1,1,1
2240,sc1,1,1
2241,sc1,1,1
2242,sc1,1,1
2243,sc1,1,1
2244,sc1,1,1
2245,sc1,1,1
2246,sc1,1,1
2247,sc1,1,1
2248,sc1,1,1
2249,sc1,1,1
2250,sc1,1,1
2251,sc1,1,1
2252,sc1,1,1
2253,sc1,1,1
2254,sc1,1,1
2255,sc1,1,1
2256,sc1,1,1
2257,sc1,1,1
2258,sc1,1,1
2259,sc1,1,1
2260,sc1,1,1
2261,sc1,1,1
2262,sc1,1,1
2263,sc1,1,1
2264,sc1,1,1
2265,sc1,1,1
2266,sc1,1,1
2267,sc1,1,1
2268,sc1,1,1
2269,sc1,1,1
2270,sc1,1,1
2271,sc1,1,1
2272,sc1,1,1
2273,sc1,1,1
2274,sc1,1,1
2275,sc1,1,1
2276,sc1,1,1
2277,sc1,1,1
2278,sc1,1,1
2279,sc1,1,1
2280,sc1,1,1
2281,sc1,1,1
2282,sc1,1,1
2283,sc1,1,1
2284,sc1,1,1
2285,sc1,1,1
2286,sc1,1,1
2287,sc1,1,1
2288,sc1,1,1
2289,sc1,1,1
2290,sc1,1,1
2291,sc1,1,1
2292,sc1,1,1
2293,sc1,1,1
2294,sc1,1,1
2295,sc1,1,1
2296,sc1,1,1
2297,sc1,1,1
2298,sc1,1,1
2299,sc1,1,1
2300,sc1,1,1
2301,sc1,1,1
2302,sc1,1,1
2303,sc1,1,1
2304,sc1,1,1
2305,sc1,1,1
2306,sc1,1,1
2307,sc1,1,1
2308,sc1,1,1
2309,sc1,1,1
2310,sc1,1,1
2311,sc1,1,1
2312,sc1,1,1
2313,sc1,1,1
2314,sc1,1,1
2315,sc1,1,1
2316,sc1,1,1
2317,sc1,1,1
2318,sc1,1,1
2319,sc1,1,1
2320,sc1,1,1
2321,sc1,1,1
2322,sc1,1,1
2323,sc1,1,1
2324,sc1,1,1
2325,sc1,1,1
2326,sc1,1,1
2327,sc1,1,1
2328,sc1,1,1
2329,sc1,1,1
2330,sc1,1,1
2331,sc1,1,1
2332,sc1,1,1
2333,sc1,1,1
2334,sc1,1,1
2335,sc1,1,1
2336,sc1,1,1
2337,sc1,1,1
2338,sc1,1,1
2339,sc1,1,1
2340,sc1,1,1
2341,sc1,1,1
2342,sc1,1,1
2343,sc1,1,1
2344,sc1,1,1
2345,sc1,1,1
2346,sc1,1,1
2347,sc1,1,1
2348,sc1,1,1
2349,sc1,1,1
2350,sc1,1,1
2351,sc1,1,1
2352,sc1,1,1
2353,sc1,1,1
2354,sc1,1,1
2355,sc1,1,1
2356,sc1,1,1
2357,sc1,1,1
2358,sc1,1,1
2359,sc1,1,1
2360,sc1,1,1
2361,sc1,1,1
2362,sc1,1,1
2363,sc1,1,1
2364,sc1,1,1
2365,sc1,1,1
2366,sc1,1,1
2367,sc1,1,1
2368,sc1,1,1
2369,sc1,1,1
2370,sc1,1,1
2371,sc1,1,1
2372,sc1,1,1
2373,sc1,1,1
2374,sc1,1,1
2375,sc1,1,1
2376,sc1,1,1
2377,sc1,1,1
2378,sc1,1,1
2379,sc1,1,1
2380,sc1,1,1
2381,sc1,1,1
2382,sc1,1,1
2383,sc1,1,1
2384,sc1,1,1
2385,sc1,1,1
2386,sc1,1,1
2387,sc1,1,1
2388,sc1,1,1
2389,sc1,1,1
2390,sc1,1,1
2391,sc1,1,1
2392,sc1,1,1
2393,sc1,1,1
2394,sc1,1,1
2395,sc1,1,1
2396,sc1,1,1
2397,sc1,1,1
2398,sc1,1,1
2399,sc1,1,1
2400,sc1,1,1
2401,sc1,1,1
2402,sc1,1,1
2403,sc1,1,1
2404,sc1,1,1
2405,sc1,1,1
2406,sc1,1,1
2407,sc1,1,1
2408,sc1,1,1
2409,sc1,1,1
2410,sc1,1,1
2411,sc1,1,1
2412,sc1,1,1
2413,sc1,1,1
2414,sc1,1,1
2415,sc1,1,1
2416,sc1,1,1
2417,sc1,1,1
2418,sc1,1,1
2419,sc1,1,1
2420,sc1,1,1
2421,sc1,1,1
2422,sc1,1,1
2423,sc1,1,1
2424,sc1,1,1
2425,sc1,1,1
2426,sc1,1,1
2427,sc1,1,1
2428,sc1,1,1
2429,sc1,1,1
2430,sc1,1,1
2431,sc1,1,1
2432,sc1,1,1
2433,sc1,1,1
2434,sc1,1,1
2435,sc1,1,1
2436,sc1,1,1
2437,sc1,1,1
2438,sc1,1,1
2439,sc1,1,1
2440,sc1,1,1
2441,sc1,1,1
2442,sc1,1,1
2443,sc1,1,1
2444,sc1,1,1
2445,sc1,1,1
2446,sc1,1,1
2447,sc1,1,1
2448,sc1,1,1
2449,sc1,1,1
2450,sc1,1,1
2451,sc1,1,1
2452,sc1,1,1
2453,sc1,1,1
2454,sc1,1,1
2455,sc1,1,1
2456,sc1,1,1
2457,sc1,1,1
2458,sc1,1,1
2459,sc1,1,1
2460,sc1,1,1
2461,sc1,1,1
2462,sc1,1,1
2463,sc1,1,1
2464,sc1,1,1
2465,sc1,1,1
2466,sc1,1,1
2467,sc1,1,1
2468,sc1,1,1
2469,sc1,1,1
2470,sc1,1,1
2471,sc1,1,1
2472,sc1,1,1
2473,sc1,1,1
2474,sc1,1,1
2475,sc1,1,1
2476,sc1,1,1
2477,sc1,1,1
2478,sc1,1,1
2479,sc1,1,1
2480,sc1,1,1
2481,sc1,1,1
2482,sc1,1,1
2483,sc1,1,1
2484,sc1,1,1
2485,sc1,1,1
2486,sc1,1,1
2487,sc1,1,1
2488,sc1,1,1
2489,sc1,1,1
2490,sc1,1,1
2491,sc1,1,1
2492,sc1,1,1
2493,sc1,1,1
2494,sc1,1,1
2495,sc1,1,1
2496,sc1,1,1
2497,sc1,1,1
2498,sc1,1,1
2499,sc1,1,1
2500,sc1,1,1
2501,sc1,1,1
2502,sc1,1,1
2503,sc1,1,1
2504,sc1,1,1
2505,sc1,1,1
2506,sc1,1,1
2507,sc1,1,1
2508,sc1,1,1
2509,sc1,1,1
2510,sc1,1,1
2511,sc1,1,1
2512,sc1,1,1
2513,sc1,1,1
2514,sc1,1,1
2515,sc1,1,1
2516,sc1,1,1
2517,sc1,1,1
2518,sc1,1,1
2519,sc1,1,1
2520,sc1,1,1
2521,sc1,1,1
2522,sc1,1,1
2523,sc1,1,1
2524,sc1,1,1
2525,sc1,1,1
2526,sc1,1,1
2527,sc1,1,1
2528,sc1,1,1
2529,sc1,1,1
2530,sc1,1,1
2531,sc1,1,1
2532,sc1,1,1
2533,sc1,1,1
2534,sc1,1,1
2535,sc1,1,1
2536,sc1,1,1
2537,sc1,1,1
2538,sc1,1,1
2539,sc1,1,1
2540,sc1,1,1
2541,sc1,1,1
2542,sc1,1,1
2543,sc1,1,1
2544,sc1,1,1
2545,sc1,1,1
2546,sc1,1,1
2547,sc1,1,1
2548,sc1,1,1
2549,sc1,1,1
2550,sc1,1,1
2551,sc1,1,1
2552,sc1,1,1
2553,sc1,1,1
2554,sc1,1,1
2555,sc1,1,1
2556,sc1,1,1
2557,sc1,1,1
2558,sc1,1,1
2559,sc1,1,1
2560,sc1,1,1
2561,sc1,1,1
2562,sc1,1,1
2563,sc1,1,1
2564,sc1,1,1
2565,sc1,1,1
2566,sc1,1,1
2567,sc1,1,1
2568,sc1,1,1
2569,sc1,1,1
2570,sc1,1,1
2571,sc1,1,1
2572,sc1,1,1
2573,sc1,1,1
2574,sc1,1,1
2575,sc1,1,1
2576,sc1,1,1
2577,sc1,1,1
2578,sc1,1,1
2579,sc1,1,1
2580,sc1,1,1
2581,sc1,1,1
2582,sc1,1,1
2583,sc1,1,1
2584,sc1,1,1
2585,sc1,1,1
2586,sc1,1,1
2587,sc1,1,1
2588,sc1,1,1
2589,sc1,1,1
2590,sc1,1,1
2591,sc1,1,1
2592,sc1,1,1
2593,sc1,1,1
2594,sc1,1,1
2595,sc1,1,1
2596,sc1,1,1
2597,sc1,1,1
2598,sc1,1,1
2599,sc1,1,1
2600,sc1,1,1
2601,sc1,1,1
2602,sc1,1,1
2603,sc1,1,1
2604,sc1,1,1
2605,sc1,1,1
2606,sc1,1,1
2607,sc1,1,1
2608,sc1,1,1
2609,sc1,1,1
2610,sc1,1,1
2611,sc1,1,1
2612,sc1,1,1
2613,sc1,1,1
2614,sc1,1,1
2615,sc1,1,1
2616,sc1,1,1
2617,sc1,1,1
2618,sc1,1,1
2619,sc1,1,1
2620,sc1,1,1
2621,sc1,1,1
2622,sc1,1,1
2623,sc1,1,1
